Country,League,Season,Date,Homeoraway,Team,HTTeamGoals,TeamGoals,TeamShots,TeamShotsOnTarget,TeamFouls,TeamCorners,TeamYellow,TeamRed,Opponent,HTOpponentGoals,OpponentGoals,OpponentShots,OpponentShotOnTarget,OpponentFouls,OpponentCorners,OpponentYellow,OpponentRed,FavouriteResult,HTResult,Result,TotalGoals,TeamOdds,DrawOdds,OpponentOdds,OddsOver2.5Goals,OddsUnder2.5Goals,FavouriteOU2.5,ResultBetWin,ResultBetDraw,ResultBetLose,ResultBetOver2.5,ResultBetUnder2.5
ITALY,SERIAA,17/18,15/10/17,Home,Crotone,1,2,9,3,15,3,1,0,Torino,0,2,21,9,7,8,0,0,NotFavourite,Win,Draw,4,3.75,3.5,2,1.91,1.88,FavUnder,-1,2.5,-1,0.91,-1
ITALY,SERIAA,17/18,15/10/17,Home,Fiorentina,1,2,13,6,11,4,1,0,Udinese,0,1,8,2,14,4,1,0,Favourite,Win,Win,3,1.67,3.8,5.5,1.69,2.15,FavOver,0.67,-1,-1,0.69,-1
ITALY,SERIAA,17/18,15/10/17,Home,Inter,1,3,15,6,17,2,6,0,Milan,0,2,21,6,12,7,2,0,Favourite,Win,Win,5,2.2,3.4,3.4,1.77,2.02,FavOver,1.2,-1,-1,0.77,-1
ITALY,SERIAA,17/18,15/10/17,Home,Sampdoria,0,3,11,7,10,4,3,0,Atalanta,1,1,21,11,14,6,3,0,NotFavourite,Lose,Win,4,2.8,3.3,2.6,1.83,1.95,FavOver,1.8,-1,-1,0.83,-1
ITALY,SERIAA,17/18,15/10/17,Home,Sassuolo,0,0,18,4,8,6,2,0,Chievo,0,0,9,2,15,8,0,0,Favourite,Draw,Draw,0,2.25,3.3,3.3,2.09,1.72,FavUnder,-1,2.3,-1,-1,0.72
ITALY,SERIAA,17/18,16/10/17,Home,Verona,0,1,13,3,15,5,4,0,Benevento,0,0,8,1,12,3,3,1,Favourite,Draw,Win,1,1.91,3.5,4.2,2.01,1.77,FavUnder,0.91,-1,-1,-1,0.77
ITALY,SERIAA,17/18,21/10/17,Home,Napoli,0,0,12,3,9,5,1,0,Inter,0,0,11,2,9,7,1,0,Favourite,Draw,Draw,0,1.61,4.2,5,1.5,2.53,FavOver,-1,3.2,-1,-1,1.53
ITALY,SERIAA,17/18,21/10/17,Home,Sampdoria,3,5,6,5,11,4,1,0,Crotone,0,0,8,2,20,0,3,0,Favourite,Win,Win,5,1.53,3.79,7.5,1.84,1.96,FavOver,0.53,-1,-1,0.84,-1
ITALY,SERIAA,17/18,22/10/17,Home,Atalanta,0,1,20,2,12,10,3,0,Bologna,0,0,6,0,15,3,4,1,Favourite,Draw,Win,1,1.6,3.75,6.5,1.94,1.86,FavUnder,0.6,-1,-1,-1,0.86
ITALY,SERIAA,17/18,22/10/17,Home,Chievo,2,3,22,8,8,5,2,0,Verona,1,2,11,3,11,4,3,1,Favourite,Win,Win,5,1.9,3.39,4.33,2.06,1.75,FavUnder,0.9,-1,-1,1.06,-1
ITALY,SERIAA,17/18,22/10/17,Home,Lazio,2,3,10,3,12,4,1,0,Cagliari,0,0,12,5,15,5,4,0,Favourite,Win,Win,3,1.28,6,9,1.43,2.7,FavOver,0.28,-1,-1,0.43,-1
ITALY,SERIAA,17/18,22/10/17,Home,Milan,0,0,18,7,14,5,0,1,Genoa,0,0,12,2,21,3,2,0,Favourite,Draw,Draw,0,1.44,4.33,8,1.66,2.19,FavOver,-1,3.33,-1,-1,1.19
ITALY,SERIAA,17/18,24/10/17,Home,Inter,2,3,24,8,12,8,2,0,Sampdoria,0,2,12,2,11,4,2,0,Favourite,Win,Win,5,1.44,4.75,7,1.55,2.39,FavOver,0.44,-1,-1,0.55,-1
ITALY,SERIAA,17/18,25/10/17,Home,Atalanta,0,3,23,7,7,5,0,0,Verona,0,0,11,4,14,5,0,0,Favourite,Draw,Win,3,1.36,5,8.5,1.69,2.15,FavOver,0.36,-1,-1,0.69,-1
ITALY,SERIAA,17/18,25/10/17,Home,Cagliari,1,2,13,5,26,5,5,0,Benevento,0,1,9,3,15,2,1,0,Favourite,Win,Win,3,1.44,4.5,7.5,1.73,2.08,FavOver,0.44,-1,-1,0.73,-1
ITALY,SERIAA,17/18,25/10/17,Home,Fiorentina,1,3,15,7,22,5,1,0,Torino,0,0,5,0,22,6,3,1,Favourite,Win,Win,3,1.85,3.79,4,1.52,2.48,FavOver,0.85,-1,-1,0.52,-1
ITALY,SERIAA,17/18,25/10/17,Home,Juventus,2,4,16,6,16,5,1,0,Spal,1,1,6,2,13,2,0,0,Favourite,Win,Win,5,1.12,9,21,1.5,2.51,FavOver,0.12,-1,-1,0.5,-1
ITALY,SERIAA,17/18,25/10/17,Home,Roma,1,1,20,4,8,10,0,0,Crotone,0,0,3,2,9,1,1,0,Favourite,Win,Win,1,1.16,8,15,1.39,2.88,FavOver,0.16,-1,-1,-1,1.88
ITALY,SERIAA,17/18,28/10/17,Home,Roma,1,1,15,3,10,7,1,0,Bologna,0,0,10,2,13,5,4,0,Favourite,Win,Win,1,1.28,5.75,10,1.48,2.57,FavOver,0.28,-1,-1,-1,1.57
ITALY,SERIAA,17/18,29/10/17,Home,Crotone,2,2,11,5,19,3,3,0,Fiorentina,1,1,17,3,17,5,3,0,NotFavourite,Win,Win,3,5.5,3.75,1.64,1.79,2.01,FavOver,4.5,-1,-1,0.79,-1
ITALY,SERIAA,17/18,29/10/17,Home,Napoli,2,3,26,9,14,6,2,0,Sassuolo,1,1,8,1,13,5,2,0,Favourite,Win,Win,4,1.14,9,15,1.3,3.39,FavOver,0.14,-1,-1,0.3,-1
ITALY,SERIAA,17/18,29/10/17,Home,Sampdoria,3,4,15,7,9,8,2,0,Chievo,1,1,13,6,11,6,3,0,Favourite,Win,Win,5,1.83,3.6,4.5,1.97,1.82,FavUnder,0.83,-1,-1,0.97,-1
ITALY,SERIAA,17/18,29/10/17,Home,Spal,0,1,7,3,14,4,4,0,Genoa,0,0,13,2,24,5,3,0,NotFavourite,Draw,Win,1,3.1,3.1,2.5,2.19,1.66,FavUnder,2.1,-1,-1,-1,0.66
ITALY,SERIAA,17/18,29/10/17,Home,Torino,1,2,19,6,9,7,4,0,Cagliari,1,1,7,3,19,6,3,0,Favourite,Draw,Win,3,1.6,4.33,5.25,1.56,2.35,FavOver,0.6,-1,-1,0.56,-1
ITALY,SERIAA,17/18,29/10/17,Home,Udinese,1,2,7,4,15,5,0,0,Atalanta,1,1,7,2,15,7,2,0,NotFavourite,Draw,Win,3,3.6,3.39,2.1,1.9,1.9,FavUnder,2.6,-1,-1,0.9,-1
ITALY,SERIAA,17/18,05/11/17,Home,Atalanta,1,1,9,3,14,3,0,1,Spal,0,1,11,3,13,3,2,0,Favourite,Win,Draw,2,1.3,5.25,10,1.64,2.22,FavOver,-1,4.25,-1,-1,1.22
ITALY,SERIAA,17/18,05/11/17,Home,Cagliari,1,2,22,9,11,8,2,0,Verona,1,1,9,2,15,2,4,0,Favourite,Draw,Win,3,1.9,3.29,4.5,1.83,1.97,FavOver,0.9,-1,-1,0.83,-1
ITALY,SERIAA,17/18,05/11/17,Home,Chievo,0,0,3,1,7,2,1,0,Napoli,0,0,19,5,7,11,3,0,NotFavourite,Draw,Draw,0,7.5,5,1.39,1.55,2.41,FavOver,-1,4,-1,-1,1.41
ITALY,SERIAA,17/18,05/11/17,Home,Inter,0,1,20,5,19,8,3,0,Torino,0,1,7,3,12,3,5,0,Favourite,Draw,Draw,2,1.5,4.33,6.5,1.56,2.38,FavOver,-1,3.33,-1,-1,1.38
ITALY,SERIAA,17/18,05/11/17,Home,Juventus,0,2,27,8,15,8,3,0,Benevento,1,1,3,1,13,2,3,0,Favourite,Lose,Win,3,1.06,13,34,1.25,3.8,FavOver,0.06,-1,-1,0.25,-1
ITALY,SERIAA,17/18,18/11/17,Home,Napoli,1,2,16,10,17,3,2,0,Milan,0,1,13,3,7,1,1,0,Favourite,Win,Win,3,1.44,4.59,7,1.52,2.47,FavOver,0.44,-1,-1,0.52,-1
ITALY,SERIAA,17/18,18/11/17,Home,Roma,0,2,16,7,11,6,2,0,Lazio,0,1,12,2,17,7,4,0,Favourite,Draw,Win,3,2.1,3.5,3.39,1.56,2.38,FavOver,1.1,-1,-1,0.56,-1
ITALY,SERIAA,17/18,19/11/17,Home,Inter,0,2,8,4,10,1,0,0,Atalanta,0,0,8,1,13,2,2,0,Favourite,Draw,Win,2,1.75,3.75,4.75,1.68,2.16,FavOver,0.75,-1,-1,-1,1.16
ITALY,SERIAA,17/18,19/11/17,Home,Sampdoria,0,3,9,5,12,3,4,0,Juventus,0,2,19,4,15,4,3,0,NotFavourite,Draw,Win,5,7,4,1.53,1.74,2.07,FavOver,6,-1,-1,0.74,-1
ITALY,SERIAA,17/18,19/11/17,Home,Spal,1,1,7,1,10,1,4,1,Fiorentina,0,1,20,5,17,8,3,0,NotFavourite,Win,Draw,2,3.79,3.6,1.95,1.81,1.99,FavOver,-1,2.6,-1,-1,0.99
ITALY,SERIAA,17/18,19/11/17,Home,Torino,1,1,19,5,9,5,1,0,Chievo,1,1,12,4,15,1,1,1,Favourite,Draw,Draw,2,1.83,3.6,4.5,1.72,2.09,FavOver,-1,2.6,-1,-1,1.09
ITALY,SERIAA,17/18,25/11/17,Home,Bologna,2,3,11,6,5,5,2,1,Sampdoria,0,0,20,7,13,12,2,0,Favourite,Win,Win,3,2.6,3.29,2.75,1.92,1.87,FavUnder,1.6,-1,-1,0.92,-1
ITALY,SERIAA,17/18,25/11/17,Home,Chievo,0,2,12,3,23,2,0,0,Spal,1,1,14,5,24,8,1,0,Favourite,Lose,Win,3,1.9,3.5,4.2,2.03,1.77,FavUnder,0.9,-1,-1,1.03,-1
ITALY,SERIAA,17/18,26/11/17,Home,Genoa,0,1,9,4,15,1,1,0,Roma,0,1,14,4,16,4,3,1,NotFavourite,Draw,Draw,2,5,3.75,1.72,1.71,2.12,FavOver,-1,2.75,-1,-1,1.12
ITALY,SERIAA,17/18,26/11/17,Home,Juventus,0,3,25,10,8,7,2,0,Crotone,0,0,4,1,9,0,2,0,Favourite,Draw,Win,3,1.14,8,19,1.52,2.49,FavOver,0.14,-1,-1,0.52,-1
ITALY,SERIAA,17/18,26/11/17,Home,Lazio,1,1,13,7,16,6,2,0,Fiorentina,0,1,16,8,8,5,2,0,Favourite,Win,Draw,2,1.64,4.2,5,1.57,2.36,FavOver,-1,3.2,-1,-1,1.36
ITALY,SERIAA,17/18,26/11/17,Home,Milan,0,0,17,6,15,5,0,0,Torino,0,0,8,2,20,4,2,0,Favourite,Draw,Draw,0,1.75,3.75,4.75,1.66,2.2,FavOver,-1,2.75,-1,-1,1.2
ITALY,SERIAA,17/18,27/11/17,Home,Atalanta,0,1,14,4,11,9,1,0,Benevento,0,0,6,2,16,3,2,0,Favourite,Draw,Win,1,1.22,6,12,1.51,2.49,FavOver,0.22,-1,-1,-1,1.49
ITALY,SERIAA,17/18,01/12/17,Home,Roma,2,3,37,15,10,10,1,0,Spal,0,1,3,2,12,0,2,1,Favourite,Win,Win,4,1.22,6.5,12,1.51,2.49,FavOver,0.22,-1,-1,0.51,-1
ITALY,SERIAA,17/18,02/12/17,Home,Torino,1,1,9,4,9,5,2,0,Atalanta,0,1,14,6,13,7,2,0,Favourite,Win,Draw,2,2.45,3.39,2.87,1.76,2.04,FavOver,-1,2.39,-1,-1,1.04
ITALY,SERIAA,17/18,03/12/17,Home,Benevento,0,2,17,6,16,4,3,0,Milan,1,2,12,7,12,3,5,1,NotFavourite,Lose,Draw,4,9,5,1.36,1.62,2.26,FavOver,-1,4,-1,0.62,-1
ITALY,SERIAA,17/18,03/12/17,Home,Bologna,0,1,13,3,15,5,6,0,Cagliari,1,1,8,2,20,3,2,0,Favourite,Lose,Draw,2,2,3.29,4,2.05,1.75,FavUnder,-1,2.29,-1,-1,0.75
ITALY,SERIAA,17/18,03/12/17,Home,Fiorentina,2,3,23,9,9,13,1,0,Sassuolo,0,0,8,1,9,8,3,0,Favourite,Win,Win,3,1.57,4,6,1.6,2.28,FavOver,0.57,-1,-1,0.6,-1
ITALY,SERIAA,17/18,03/12/17,Home,Inter,2,5,37,13,11,18,1,0,Chievo,0,0,7,4,4,2,0,0,Favourite,Win,Win,5,1.39,4.75,8,1.64,2.23,FavOver,0.39,-1,-1,0.64,-1
ITALY,SERIAA,17/18,09/12/17,Home,Cagliari,0,2,14,6,15,6,3,0,Sampdoria,2,2,16,9,11,4,0,0,Favourite,Lose,Draw,4,2.6,3.39,2.7,1.65,2.23,FavOver,-1,2.39,-1,0.65,-1
ITALY,SERIAA,17/18,09/12/17,Home,Juventus,0,0,19,8,10,3,2,0,Inter,0,0,6,1,21,4,5,0,Favourite,Draw,Draw,0,1.7,3.75,5.25,1.88,1.92,FavOver,-1,2.75,-1,-1,0.92
ITALY,SERIAA,17/18,10/12/17,Home,Chievo,0,0,9,1,10,1,1,0,Roma,0,0,24,8,8,13,2,0,NotFavourite,Draw,Draw,0,5.5,4,1.61,1.75,2.07,FavOver,-1,3,-1,-1,1.07
ITALY,SERIAA,17/18,10/12/17,Home,Milan,1,2,21,7,9,12,0,0,Bologna,1,1,10,2,7,7,0,0,Favourite,Draw,Win,3,1.5,4.2,7,1.94,1.85,FavUnder,0.5,-1,-1,0.94,-1
ITALY,SERIAA,17/18,10/12/17,Home,Napoli,0,0,10,4,10,4,3,0,Fiorentina,0,0,6,3,6,2,3,0,Favourite,Draw,Draw,0,1.36,5.5,7.5,1.43,2.73,FavOver,-1,4.5,-1,-1,1.73
ITALY,SERIAA,17/18,10/12/17,Home,Sassuolo,0,2,16,7,10,8,3,0,Crotone,0,1,8,2,15,6,2,0,Favourite,Draw,Win,3,1.83,3.6,4.5,1.99,1.8,FavUnder,0.83,-1,-1,0.99,-1
ITALY,SERIAA,17/18,10/12/17,Home,Spal,0,2,19,10,14,8,3,0,Verona,0,2,16,8,15,6,2,0,Favourite,Draw,Draw,4,2.04,3.5,3.6,2.07,1.74,FavUnder,-1,2.5,-1,1.07,-1
ITALY,SERIAA,17/18,10/12/17,Home,Udinese,2,2,9,2,16,3,1,0,Benevento,0,0,20,5,15,9,2,0,Favourite,Win,Win,2,1.5,4.2,7,1.71,2.14,FavOver,0.5,-1,-1,-1,1.14
ITALY,SERIAA,17/18,16/12/17,Home,Roma,0,1,21,6,14,5,1,0,Cagliari,0,0,3,0,15,1,3,0,Favourite,Draw,Win,1,1.25,6,12,1.47,2.64,FavOver,0.25,-1,-1,-1,1.64
ITALY,SERIAA,17/18,17/12/17,Home,Atalanta,2,3,13,6,5,5,2,0,Lazio,2,3,13,4,12,7,2,0,Favourite,Draw,Draw,6,2.37,3.39,3,1.8,2,FavOver,-1,2.39,-1,0.8,-1
ITALY,SERIAA,17/18,17/12/17,Home,Crotone,1,1,15,6,17,6,4,0,Chievo,0,0,15,4,13,4,4,0,NotFavourite,Win,Win,1,3.2,3.2,2.37,2.18,1.68,FavUnder,2.2,-1,-1,-1,0.68
ITALY,SERIAA,17/18,17/12/17,Home,Fiorentina,0,0,22,4,13,3,2,0,Genoa,0,0,5,3,9,4,2,0,Favourite,Draw,Draw,0,1.57,4,6,1.75,2.07,FavOver,-1,3,-1,-1,1.07
ITALY,SERIAA,17/18,17/12/17,Home,Verona,1,3,6,4,12,4,3,0,Milan,0,0,30,8,13,13,2,1,NotFavourite,Win,Win,3,5.5,4.33,1.57,1.65,2.23,FavOver,4.5,-1,-1,0.65,-1
ITALY,SERIAA,17/18,23/12/17,Home,Genoa,0,1,15,5,14,8,2,0,Benevento,0,0,12,3,17,4,5,0,Favourite,Draw,Win,1,1.44,4.33,8,1.81,2,FavOver,0.44,-1,-1,-1,1
ITALY,SERIAA,17/18,23/12/17,Home,Juventus,1,1,22,7,9,3,2,0,Roma,0,0,13,3,13,5,3,0,Favourite,Win,Win,1,1.8,3.6,4.75,1.99,1.82,FavUnder,0.8,-1,-1,-1,0.82
ITALY,SERIAA,17/18,23/12/17,Home,Lazio,0,4,19,6,12,10,1,0,Crotone,0,0,8,2,7,3,2,0,Favourite,Draw,Win,4,1.22,6.5,13,1.52,2.5,FavOver,0.22,-1,-1,0.52,-1
ITALY,SERIAA,17/18,23/12/17,Home,Napoli,3,3,14,9,17,2,4,1,Sampdoria,2,2,6,2,15,2,5,0,Favourite,Win,Win,5,1.25,6,12,1.42,2.76,FavOver,0.25,-1,-1,0.42,-1
ITALY,SERIAA,17/18,23/12/17,Home,Sassuolo,1,1,9,4,14,1,1,0,Inter,0,0,16,4,18,10,2,0,NotFavourite,Win,Win,1,5,3.75,1.72,1.77,2.04,FavOver,4,-1,-1,-1,1.04
ITALY,SERIAA,17/18,23/12/17,Home,Spal,1,2,15,4,12,9,4,0,Torino,2,2,15,5,21,3,2,0,NotFavourite,Lose,Draw,4,3.6,3.39,2.1,1.88,1.92,FavOver,-1,2.39,-1,0.88,-1
ITALY,SERIAA,17/18,23/12/17,Home,Udinese,2,4,27,10,12,7,0,0,Verona,0,0,3,0,15,1,3,0,Favourite,Win,Win,4,1.66,3.79,5.25,1.78,2.03,FavOver,0.66,-1,-1,0.78,-1
ITALY,SERIAA,17/18,30/12/17,Home,Benevento,0,1,18,9,14,7,1,0,Chievo,0,0,9,3,17,1,2,0,NotFavourite,Draw,Win,1,3.2,3.29,2.29,2,1.81,FavUnder,2.2,-1,-1,-1,0.81
ITALY,SERIAA,17/18,30/12/17,Home,Fiorentina,0,1,18,6,11,2,1,0,Milan,0,1,8,4,12,5,1,0,Favourite,Draw,Draw,2,2,3.5,3.79,1.88,1.92,FavOver,-1,2.5,-1,-1,0.92
ITALY,SERIAA,17/18,30/12/17,Home,Inter,0,0,10,3,13,10,2,0,Lazio,0,0,12,4,9,8,1,0,Favourite,Draw,Draw,0,2.29,3.39,3.1,1.7,2.14,FavOver,-1,2.39,-1,-1,1.14
ITALY,SERIAA,17/18,30/12/17,Home,Roma,1,1,21,4,13,7,1,0,Sassuolo,0,1,15,5,12,4,2,0,Favourite,Win,Draw,2,1.3,5.5,10,1.48,2.58,FavOver,-1,4.5,-1,-1,1.58
ITALY,SERIAA,17/18,30/12/17,Home,Sampdoria,0,2,20,8,16,11,3,0,Spal,0,0,9,2,15,3,4,0,Favourite,Draw,Win,2,1.72,4,4.5,1.72,2.11,FavOver,0.72,-1,-1,-1,1.11
ITALY,SERIAA,17/18,30/12/17,Home,Torino,0,0,17,6,25,8,1,0,Genoa,0,0,3,1,23,3,3,0,Favourite,Draw,Draw,0,2.1,3.39,3.6,1.99,1.82,FavUnder,-1,2.39,-1,-1,0.82
ITALY,SERIAA,17/18,05/01/18,Home,Chievo,1,1,11,6,6,5,0,0,Udinese,1,1,9,1,20,5,1,0,NotFavourite,Draw,Draw,2,3,3.2,2.5,2.03,1.79,FavUnder,-1,2.2,-1,-1,0.79
ITALY,SERIAA,17/18,05/01/18,Home,Fiorentina,0,1,23,4,9,7,2,0,Inter,0,1,13,4,11,5,3,0,Favourite,Draw,Draw,2,2.5,3.25,2.87,1.97,1.84,FavUnder,-1,2.25,-1,-1,0.84
ITALY,SERIAA,17/18,06/01/18,Home,Benevento,0,3,16,4,10,6,1,0,Sampdoria,1,2,13,6,9,7,1,1,NotFavourite,Lose,Win,5,3.5,3.5,2.1,1.74,2.08,FavOver,2.5,-1,-1,0.74,-1
ITALY,SERIAA,17/18,06/01/18,Home,Genoa,0,1,7,3,17,5,3,0,Sassuolo,0,0,10,1,16,5,1,0,Favourite,Draw,Win,1,2.2,3.2,3.5,2.14,1.7,FavUnder,1.2,-1,-1,-1,0.7
ITALY,SERIAA,17/18,06/01/18,Home,Milan,0,1,26,9,17,14,2,0,Crotone,0,0,8,2,16,0,2,0,Favourite,Draw,Win,1,1.33,5.25,9.5,1.68,2.18,FavOver,0.33,-1,-1,-1,1.18
ITALY,SERIAA,17/18,06/01/18,Home,Napoli,0,2,24,9,9,5,0,0,Verona,0,0,3,1,8,1,4,0,Favourite,Draw,Win,2,1.11,10,21,1.29,3.5,FavOver,0.11,-1,-1,-1,2.5
ITALY,SERIAA,17/18,06/01/18,Home,Torino,1,3,19,6,13,4,1,0,Bologna,0,0,6,1,12,5,2,0,Favourite,Win,Win,3,2.1,3.39,3.6,2.03,1.79,FavUnder,1.1,-1,-1,1.03,-1
ITALY,SERIAA,17/18,21/01/18,Home,Bologna,1,3,8,6,11,5,4,0,Benevento,0,0,4,1,15,3,2,0,Favourite,Win,Win,3,1.7,3.6,5.5,1.95,1.85,FavUnder,0.7,-1,-1,0.95,-1
ITALY,SERIAA,17/18,21/01/18,Home,Inter,0,1,17,7,13,6,2,0,Roma,1,1,7,1,13,5,0,0,Favourite,Lose,Draw,2,2.39,3.5,2.89,1.71,2.13,FavOver,-1,2.5,-1,-1,1.13
ITALY,SERIAA,17/18,21/01/18,Home,Lazio,2,5,18,11,5,2,1,0,Chievo,1,1,9,3,3,2,0,0,Favourite,Win,Win,6,1.25,6.25,12,1.43,2.78,FavOver,0.25,-1,-1,0.43,-1
ITALY,SERIAA,17/18,21/01/18,Home,Sampdoria,1,3,14,10,5,7,1,0,Fiorentina,0,1,12,5,16,4,2,0,NotFavourite,Win,Win,4,3,3.39,2.37,1.76,2.05,FavOver,2,-1,-1,0.76,-1
ITALY,SERIAA,17/18,21/01/18,Home,Sassuolo,0,1,18,6,16,6,4,0,Torino,1,1,9,4,15,7,2,0,Favourite,Lose,Draw,2,2.62,3.25,2.75,1.89,1.91,FavOver,-1,2.25,-1,-1,0.91
ITALY,SERIAA,17/18,21/01/18,Home,Udinese,1,1,6,1,23,5,2,0,Spal,0,1,14,4,12,7,3,0,Favourite,Win,Draw,2,1.75,3.39,5.5,2.02,1.79,FavUnder,-1,2.39,-1,-1,0.79
ITALY,SERIAA,17/18,22/01/18,Home,Juventus,1,1,15,5,23,4,1,0,Genoa,0,0,3,0,17,3,5,0,Favourite,Win,Win,1,1.19,6.5,17,1.73,2.1,FavOver,0.19,-1,-1,-1,1.1
ITALY,SERIAA,17/18,24/01/18,Home,Lazio,1,3,11,7,8,3,0,0,Udinese,0,0,12,4,5,6,2,0,Favourite,Win,Win,3,1.5,4.33,6.5,1.61,2.29,FavOver,0.5,-1,-1,0.61,-1
ITALY,SERIAA,17/18,24/01/18,Home,Sampdoria,1,1,13,3,10,6,1,0,Roma,0,1,20,4,12,7,3,0,NotFavourite,Win,Draw,2,4,3.6,1.9,1.62,2.28,FavOver,-1,2.6,-1,-1,1.28
ITALY,SERIAA,17/18,28/01/18,Home,Crotone,1,1,13,6,18,9,2,0,Cagliari,1,1,6,3,15,4,2,1,Favourite,Draw,Draw,2,2.39,3.1,3.2,2.32,1.6,FavUnder,-1,2.1,-1,-1,0.6
ITALY,SERIAA,17/18,28/01/18,Home,Milan,2,2,11,5,8,4,2,0,Lazio,1,1,13,4,14,3,6,0,Favourite,Win,Win,3,2.39,3.5,2.89,1.81,2,FavOver,1.39,-1,-1,0.81,-1
ITALY,SERIAA,17/18,28/01/18,Home,Napoli,2,3,9,4,7,7,1,0,Bologna,1,1,10,5,13,3,2,0,Favourite,Win,Win,4,1.18,7.5,15,1.49,2.56,FavOver,0.18,-1,-1,0.49,-1
ITALY,SERIAA,17/18,28/01/18,Home,Spal,0,1,12,3,7,4,1,0,Inter,0,1,10,6,26,6,0,0,NotFavourite,Draw,Draw,2,5.5,3.79,1.66,1.78,2.03,FavOver,-1,2.79,-1,-1,1.03
ITALY,SERIAA,17/18,28/01/18,Home,Torino,3,3,14,5,14,6,2,0,Benevento,0,0,6,1,10,3,1,1,Favourite,Win,Win,3,1.44,4.75,7,1.64,2.24,FavOver,0.44,-1,-1,0.64,-1
ITALY,SERIAA,17/18,03/02/18,Home,Inter,1,1,11,2,14,7,1,0,Crotone,0,1,11,2,8,4,3,0,Favourite,Win,Draw,2,1.3,5.25,11,1.84,1.97,FavOver,-1,4.25,-1,-1,0.97
ITALY,SERIAA,17/18,03/02/18,Home,Sampdoria,1,1,9,3,15,6,3,0,Torino,1,1,14,5,19,4,4,1,Favourite,Draw,Draw,2,2.39,3.39,2.89,1.63,2.26,FavOver,-1,2.39,-1,-1,1.26
ITALY,SERIAA,17/18,04/02/18,Home,Atalanta,0,1,24,4,11,10,0,0,Chievo,0,0,4,0,14,3,1,0,Favourite,Draw,Win,1,1.36,4.75,9.5,1.71,2.13,FavOver,0.36,-1,-1,-1,1.13
ITALY,SERIAA,17/18,04/02/18,Home,Cagliari,1,2,10,4,26,6,5,0,Spal,0,0,10,3,16,3,2,0,Favourite,Win,Win,2,2.14,3.25,3.6,2.05,1.77,FavUnder,1.14,-1,-1,-1,0.77
ITALY,SERIAA,17/18,04/02/18,Home,Juventus,4,7,17,10,8,5,0,0,Sassuolo,0,0,5,1,8,1,2,0,Favourite,Win,Win,7,1.22,6,15,1.71,2.11,FavOver,0.22,-1,-1,0.71,-1
ITALY,SERIAA,17/18,04/02/18,Home,Udinese,0,1,13,3,18,5,2,0,Milan,1,1,15,4,13,5,2,1,NotFavourite,Lose,Draw,2,3.39,3.29,2.2,2.05,1.76,FavUnder,-1,2.29,-1,-1,0.76
ITALY,SERIAA,17/18,10/02/18,Home,Crotone,0,1,9,4,16,4,4,0,Atalanta,0,1,13,4,13,9,2,0,NotFavourite,Draw,Draw,2,4.5,3.5,1.85,2.11,1.73,FavUnder,-1,2.5,-1,-1,0.73
ITALY,SERIAA,17/18,10/02/18,Home,Napoli,1,4,17,7,5,2,0,0,Lazio,1,1,5,1,10,2,3,0,Favourite,Draw,Win,5,1.61,4.33,5,1.62,2.28,FavOver,0.61,-1,-1,0.62,-1
ITALY,SERIAA,17/18,11/02/18,Home,Inter,1,2,15,5,18,7,1,0,Bologna,1,1,8,4,17,2,3,2,Favourite,Draw,Win,3,1.5,4.2,7,1.88,1.93,FavOver,0.5,-1,-1,0.88,-1
ITALY,SERIAA,17/18,11/02/18,Home,Roma,1,5,20,9,9,10,0,0,Benevento,1,2,6,3,7,3,0,0,Favourite,Draw,Win,7,1.14,8,19,1.35,3.13,FavOver,0.14,-1,-1,0.35,-1
ITALY,SERIAA,17/18,11/02/18,Home,Sampdoria,0,2,22,10,10,8,1,0,Verona,0,0,6,1,15,4,1,0,Favourite,Draw,Win,2,1.44,4.5,7.5,1.5,2.55,FavOver,0.44,-1,-1,-1,1.55
ITALY,SERIAA,17/18,11/02/18,Home,Sassuolo,0,0,15,1,12,4,0,0,Cagliari,0,0,5,2,15,2,1,0,Favourite,Draw,Draw,0,2.1,3.39,3.6,2.04,1.76,FavUnder,-1,2.39,-1,-1,0.76
ITALY,SERIAA,17/18,11/02/18,Home,Torino,1,2,14,7,12,7,2,0,Udinese,0,0,12,0,16,3,1,0,Favourite,Win,Win,2,1.85,3.6,4.33,1.9,1.9,FavUnder,0.85,-1,-1,-1,0.9
ITALY,SERIAA,17/18,17/02/18,Home,Chievo,0,2,9,5,10,7,2,0,Cagliari,0,1,5,3,23,1,3,0,Favourite,Draw,Win,3,2.45,3.2,3.1,2.24,1.64,FavUnder,1.45,-1,-1,1.24,-1
ITALY,SERIAA,17/18,17/02/18,Home,Genoa,1,2,9,2,11,10,0,0,Inter,0,0,14,5,9,8,1,0,NotFavourite,Win,Win,2,3.5,3.1,2.25,2.39,1.57,FavUnder,2.5,-1,-1,-1,0.57
ITALY,SERIAA,17/18,18/02/18,Home,Atalanta,1,1,7,3,10,2,2,0,Fiorentina,1,1,17,2,18,5,6,1,Favourite,Draw,Draw,2,2.29,3.29,3.1,2.02,1.78,FavUnder,-1,2.29,-1,-1,0.78
