Country,League,Season,Date,Homeoraway,Team,HTTeamGoals,TeamGoals,TeamShots,TeamShotsOnTarget,TeamFouls,TeamCorners,TeamYellow,TeamRed,Opponent,HTOpponentGoals,OpponentGoals,OpponentShots,OpponentShotOnTarget,OpponentFouls,OpponentCorners,OpponentYellow,OpponentRed,FavouriteResult,HTResult,Result,TotalGoals,TeamOdds,DrawOdds,OpponentOdds,OddsOver2.5Goals,OddsUnder2.5Goals,FavouriteOU2.5,ResultBetWin,ResultBetDraw,ResultBetLose,ResultBetOver2.5,ResultBetUnder2.5
ITALY,SERIAA,19/20,02/08/20,Home,Sassuolo,0,0,18,14,9,6,1,0,Udinese,0,1,7,3,11,7,1,0,Favourite,Draw,Lose,1,1.9,4.2,3.4,1.4,3,FavOver,-1,-1,2.4,-1,2
ITALY,SERIAA,19/20,15/09/19,Home,Parma,0,1,14,8,12,12,0,0,Cagliari,2,3,6,4,16,3,5,0,Favourite,Lose,Lose,4,2.25,3.25,3.3,2.2,1.66,FavUnder,-1,-1,2.3,1.2,-1
ITALY,SERIAA,19/20,29/09/19,Home,Milan,0,1,7,3,10,4,2,1,Fiorentina,1,3,13,8,14,6,4,0,Favourite,Lose,Lose,4,2.25,3.2,3.3,2.1,1.72,FavUnder,-1,-1,2.3,1.1,-1
ITALY,SERIAA,19/20,24/11/19,Away,Fiorentina,0,0,7,2,8,6,2,0,Verona,0,1,13,8,18,8,3,0,Favourite,Draw,Lose,1,2.3,3.25,3.25,2.1,1.72,FavUnder,-1,-1,2.25,-1,0.72
ITALY,SERIAA,19/20,12/07/20,Home,Udinese,1,1,7,4,16,10,1,0,Sampdoria,1,3,9,6,10,7,4,0,Favourite,Draw,Lose,4,2.37,3.1,3.2,2.2,1.66,FavUnder,-1,-1,2.2,1.2,-1
ITALY,SERIAA,19/20,02/02/20,Away,Torino,0,0,11,4,23,3,3,0,Lecce,2,4,14,11,14,5,3,0,Favourite,Lose,Lose,4,2.2,3.5,3.2,1.72,2.1,FavOver,-1,-1,2.2,0.72,-1
ITALY,SERIAA,19/20,05/01/20,Home,Spal,0,0,12,2,8,3,1,1,Verona,1,2,14,9,15,4,1,0,Favourite,Lose,Lose,2,2.4,3.25,3.1,2.1,1.72,FavUnder,-1,-1,2.1,-1,0.72
ITALY,SERIAA,19/20,04/07/20,Home,Lazio,0,0,8,2,14,5,1,0,Milan,2,3,7,5,12,1,1,0,Favourite,Lose,Lose,3,2.3,3.4,3.1,2,1.8,FavUnder,-1,-1,2.1,1,-1
ITALY,SERIAA,19/20,30/09/19,Away,Torino,2,2,6,5,15,3,3,1,Parma,2,3,13,7,17,7,2,0,Favourite,Draw,Lose,5,2.3,3.4,3.1,2,1.8,FavUnder,-1,-1,2.1,1,-1
ITALY,SERIAA,19/20,25/09/19,Home,Roma,0,0,8,4,18,5,2,0,Atalanta,0,2,11,4,11,1,1,0,Favourite,Draw,Lose,2,2.2,3.8,3,1.44,2.75,FavOver,-1,-1,2,-1,1.75
ITALY,SERIAA,19/20,25/10/19,Home,Verona,0,0,7,5,18,9,5,0,Sassuolo,0,1,9,5,13,6,5,0,Favourite,Draw,Lose,1,2.4,3.4,3,1.9,1.9,FavUnder,-1,-1,2,-1,0.9
ITALY,SERIAA,19/20,30/11/19,Home,Genoa,0,0,5,3,15,6,2,0,Torino,0,1,10,3,18,4,3,1,Favourite,Draw,Lose,1,2.37,3.3,3,1.9,1.9,FavUnder,-1,-1,2,-1,0.9
ITALY,SERIAA,19/20,28/06/20,Home,Sampdoria,0,1,13,7,17,13,3,0,Bologna,0,2,9,4,15,4,1,0,Favourite,Draw,Lose,3,2.3,3.5,3,1.94,1.96,FavOver,-1,-1,2,0.94,-1
ITALY,SERIAA,19/20,08/07/20,Home,Bologna,0,1,8,6,17,7,3,0,Sassuolo,1,2,11,5,16,8,4,0,Favourite,Lose,Lose,3,2.25,3.5,3,1.53,2.5,FavOver,-1,-1,2,0.53,-1
ITALY,SERIAA,19/20,10/11/19,Away,Fiorentina,0,2,10,7,15,6,3,0,Cagliari,3,5,12,8,12,5,1,0,Favourite,Lose,Lose,7,2.37,3.4,2.9,1.9,1.9,FavUnder,-1,-1,1.9,0.9,-1
ITALY,SERIAA,19/20,07/12/19,Away,Juventus,1,1,8,5,10,5,3,1,Lazio,1,3,12,8,14,4,4,0,Favourite,Draw,Lose,4,2.4,3.3,2.9,1.8,2,FavOver,-1,-1,1.9,0.8,-1
ITALY,SERIAA,19/20,27/10/19,Home,Fiorentina,1,1,9,3,12,7,5,1,Lazio,1,2,11,8,13,3,3,0,Favourite,Draw,Lose,3,2.4,3.5,2.87,1.72,2.1,FavOver,-1,-1,1.87,0.72,-1
ITALY,SERIAA,19/20,18/12/19,Home,Brescia,0,0,15,6,16,4,2,0,Sassuolo,1,2,11,6,17,4,3,0,Favourite,Lose,Lose,2,2.4,3.5,2.87,1.66,2.2,FavOver,-1,-1,1.87,-1,1.2
ITALY,SERIAA,19/20,22/07/20,Home,Sampdoria,1,1,11,7,14,5,4,0,Genoa,1,2,7,5,13,0,2,0,Favourite,Draw,Lose,3,2.5,3.2,2.87,1.9,1.9,FavUnder,-1,-1,1.87,0.9,-1
ITALY,SERIAA,19/20,29/07/20,Home,Udinese,1,1,8,3,12,5,1,0,Lecce,1,2,10,6,11,5,4,0,Favourite,Draw,Lose,3,2.3,3.7,2.87,1.66,2.2,FavOver,-1,-1,1.87,0.66,-1
ITALY,SERIAA,19/20,29/09/19,Away,Bologna,0,0,10,4,16,5,3,1,Udinese,1,1,9,4,20,4,4,0,Favourite,Lose,Lose,1,2.55,3.2,2.87,2,1.8,FavUnder,-1,-1,1.87,-1,0.8
ITALY,SERIAA,19/20,20/10/19,Away,Torino,0,0,8,5,20,4,3,0,Udinese,1,1,10,6,15,6,3,0,Favourite,Lose,Lose,1,2.6,3.2,2.87,2.2,1.66,FavUnder,-1,-1,1.87,-1,0.66
ITALY,SERIAA,19/20,06/10/19,Home,Inter,1,1,6,4,22,7,2,0,Juventus,1,2,8,6,8,2,3,0,Favourite,Draw,Lose,3,2.6,3.2,2.8,2.1,1.72,FavUnder,-1,-1,1.8,1.1,-1
ITALY,SERIAA,19/20,01/08/20,Away,Lazio,1,1,8,4,11,2,2,0,Napoli,1,3,11,6,10,2,3,0,Favourite,Draw,Lose,4,2.3,3.8,2.8,1.44,2.75,FavOver,-1,-1,1.8,0.44,-1
ITALY,SERIAA,19/20,29/10/19,Home,Parma,0,0,15,7,13,12,1,0,Verona,1,1,6,2,16,3,5,0,NotFavourite,Lose,Lose,1,2.75,3.1,2.75,2.1,1.72,FavUnder,-1,-1,1.75,-1,0.72
ITALY,SERIAA,19/20,14/12/19,Home,Genoa,0,0,5,1,16,4,5,0,Sampdoria,0,1,2,1,26,2,3,0,Favourite,Draw,Lose,1,2.62,3.25,2.75,2,1.8,FavUnder,-1,-1,1.75,-1,0.8
ITALY,SERIAA,19/20,06/01/20,Home,Napoli,1,1,18,8,10,3,0,0,Inter,2,3,9,8,22,4,6,0,Favourite,Lose,Lose,4,2.5,3.4,2.75,1.72,2.1,FavOver,-1,-1,1.75,0.72,-1
ITALY,SERIAA,19/20,01/08/20,Home,Atalanta,0,0,8,3,10,7,2,0,Inter,2,2,7,4,12,1,3,0,Favourite,Lose,Lose,2,2.3,3.75,2.75,1.44,2.75,FavOver,-1,-1,1.75,-1,1.75
ITALY,SERIAA,19/20,20/09/19,Away,Genoa,0,1,7,2,8,3,1,0,Cagliari,0,3,8,4,12,4,1,0,Favourite,Draw,Lose,4,2.55,3.4,2.75,1.8,2,FavOver,-1,-1,1.75,0.8,-1
ITALY,SERIAA,19/20,02/11/19,Away,Napoli,0,1,12,6,14,4,3,0,Roma,1,2,13,7,23,10,5,1,Favourite,Lose,Lose,3,2.45,3.6,2.75,1.61,2.3,FavOver,-1,-1,1.75,0.61,-1
ITALY,SERIAA,19/20,04/11/19,Home,Spal,0,0,7,2,12,8,3,0,Sampdoria,0,1,9,4,16,5,1,0,Favourite,Draw,Lose,1,2.62,3.3,2.7,2,1.8,FavUnder,-1,-1,1.7,-1,0.8
ITALY,SERIAA,19/20,16/02/20,Home,Sampdoria,0,1,13,8,13,7,5,1,Fiorentina,3,5,12,9,13,3,4,1,NotFavourite,Lose,Lose,6,2.75,3.1,2.7,2.1,1.72,FavUnder,-1,-1,1.7,1.1,-1
ITALY,SERIAA,19/20,23/06/20,Home,Spal,0,0,6,2,21,1,3,0,Cagliari,0,1,9,4,12,9,3,0,NotFavourite,Draw,Lose,1,2.7,3.2,2.7,2,1.8,FavUnder,-1,-1,1.7,-1,0.8
ITALY,SERIAA,19/20,30/10/19,Away,Bologna,1,2,6,3,20,1,1,0,Cagliari,0,3,12,5,15,4,2,0,Favourite,Win,Lose,5,2.62,3.3,2.7,1.9,1.9,FavUnder,-1,-1,1.7,0.9,-1
ITALY,SERIAA,19/20,08/11/19,Away,Bologna,0,1,9,7,17,4,6,0,Sassuolo,1,3,13,8,16,4,2,0,Favourite,Lose,Lose,4,2.55,3.5,2.7,1.66,2.2,FavOver,-1,-1,1.7,0.66,-1
ITALY,SERIAA,19/20,28/06/20,Away,Roma,0,0,3,2,16,6,2,0,Milan,0,2,11,7,10,5,2,0,Favourite,Draw,Lose,2,2.5,3.5,2.7,1.8,2,FavOver,-1,-1,1.7,-1,1
ITALY,SERIAA,19/20,19/07/20,Home,Parma,2,2,13,7,13,4,0,0,Sampdoria,0,3,12,5,11,6,1,0,NotFavourite,Win,Lose,5,3,2.9,2.62,2,1.8,FavUnder,-1,-1,1.62,1,-1
ITALY,SERIAA,19/20,01/09/19,Away,Fiorentina,0,1,15,7,15,8,0,0,Genoa,1,2,18,10,17,9,2,0,NotFavourite,Lose,Lose,3,2.75,3.3,2.62,1.72,2.1,FavOver,-1,-1,1.62,0.72,-1
ITALY,SERIAA,19/20,23/11/19,Home,Atalanta,0,1,14,9,17,8,5,0,Juventus,0,3,11,5,13,3,3,0,NotFavourite,Draw,Lose,4,2.6,3.5,2.6,1.8,2,FavOver,-1,-1,1.6,0.8,-1
ITALY,SERIAA,19/20,06/01/20,Home,Lecce,0,0,10,6,17,7,1,0,Udinese,0,1,7,4,11,8,1,0,NotFavourite,Draw,Lose,1,2.7,3.4,2.6,1.72,2.1,FavOver,-1,-1,1.6,-1,1.1
ITALY,SERIAA,19/20,22/09/19,Away,Torino,0,0,6,1,13,8,1,0,Sampdoria,0,1,10,6,19,7,2,0,NotFavourite,Draw,Lose,1,2.7,3.4,2.6,1.9,1.9,FavUnder,-1,-1,1.6,-1,0.9
ITALY,SERIAA,19/20,08/03/20,Away,Verona,1,1,3,2,23,6,3,0,Sampdoria,0,2,8,7,14,2,4,0,NotFavourite,Win,Lose,3,2.8,3.2,2.6,2.2,1.66,FavUnder,-1,-1,1.6,1.2,-1
ITALY,SERIAA,19/20,09/11/19,Home,Brescia,0,0,5,3,18,4,5,1,Torino,2,4,12,7,17,4,3,0,NotFavourite,Lose,Lose,4,2.8,3.3,2.55,1.9,1.9,FavUnder,-1,-1,1.55,0.9,-1
ITALY,SERIAA,19/20,09/02/20,Home,Spal,1,1,10,5,16,1,2,0,Sassuolo,0,2,16,9,16,6,4,0,NotFavourite,Win,Lose,3,2.7,3.4,2.55,1.8,2,FavOver,-1,-1,1.55,0.8,-1
ITALY,SERIAA,19/20,18/01/20,Away,Torino,1,1,7,3,15,6,4,0,Sassuolo,0,2,7,6,13,13,2,0,NotFavourite,Win,Lose,3,2.7,3.5,2.55,1.9,1.9,FavUnder,-1,-1,1.55,0.9,-1
ITALY,SERIAA,19/20,22/09/19,Home,Bologna,0,1,5,3,13,3,3,0,Roma,0,2,14,7,16,4,6,1,NotFavourite,Draw,Lose,3,2.87,3.3,2.5,1.61,2.3,FavOver,-1,-1,1.5,0.61,-1
ITALY,SERIAA,19/20,05/10/19,Home,Genoa,1,1,11,6,23,7,4,2,Milan,0,2,9,7,14,0,4,2,NotFavourite,Win,Lose,3,3,3.2,2.5,2,1.8,FavUnder,-1,-1,1.5,1,-1
ITALY,SERIAA,19/20,08/12/19,Home,Bologna,1,2,11,4,17,5,4,0,Milan,2,3,11,7,19,1,2,0,NotFavourite,Lose,Lose,5,2.87,3.3,2.5,1.9,1.9,FavUnder,-1,-1,1.5,0.9,-1
ITALY,SERIAA,19/20,25/09/19,Away,Sassuolo,0,0,8,5,9,4,1,0,Parma,0,1,8,4,19,5,3,0,NotFavourite,Draw,Lose,1,2.75,3.5,2.5,1.8,2,FavOver,-1,-1,1.5,-1,1
ITALY,SERIAA,19/20,21/12/19,Away,Cagliari,0,1,13,2,14,1,4,1,Udinese,1,2,9,2,13,2,3,0,NotFavourite,Lose,Lose,3,2.8,3.4,2.5,1.9,1.9,FavUnder,-1,-1,1.5,0.9,-1
ITALY,SERIAA,19/20,23/06/20,Away,Udinese,0,0,7,5,11,16,0,0,Torino,1,1,4,3,11,1,0,0,NotFavourite,Lose,Lose,1,3,3.1,2.5,2.3,1.61,FavUnder,-1,-1,1.5,-1,0.61
ITALY,SERIAA,19/20,20/10/19,Away,Genoa,0,1,11,6,12,7,2,0,Parma,3,5,15,7,9,3,1,0,NotFavourite,Lose,Lose,6,3,3.25,2.45,2,1.8,FavUnder,-1,-1,1.45,1,-1
ITALY,SERIAA,19/20,15/09/19,Home,Brescia,3,3,9,7,14,2,2,1,Bologna,1,4,17,6,17,10,6,0,NotFavourite,Win,Lose,7,3,3.3,2.4,1.9,1.9,FavUnder,-1,-1,1.4,0.9,-1
ITALY,SERIAA,19/20,30/10/19,Home,Sassuolo,1,1,6,5,15,3,3,0,Fiorentina,0,2,10,8,20,7,4,0,NotFavourite,Win,Lose,3,2.87,3.5,2.4,1.72,2.1,FavOver,-1,-1,1.4,0.72,-1
ITALY,SERIAA,19/20,05/10/19,Away,Sampdoria,0,0,9,3,14,4,3,0,Verona,1,2,6,4,14,9,1,0,NotFavourite,Lose,Lose,2,3,3.25,2.4,1.9,1.9,FavUnder,-1,-1,1.4,-1,0.9
ITALY,SERIAA,19/20,08/12/19,Away,Fiorentina,0,1,15,5,17,9,3,0,Torino,1,2,10,5,19,3,4,0,NotFavourite,Lose,Lose,3,3,3.2,2.4,2.1,1.72,FavUnder,-1,-1,1.4,1.1,-1
ITALY,SERIAA,19/20,26/07/20,Away,Lecce,1,2,19,10,8,6,1,0,Bologna,2,3,18,12,16,9,1,0,NotFavourite,Lose,Lose,5,2.8,3.6,2.4,1.53,2.5,FavOver,-1,-1,1.4,0.53,-1
ITALY,SERIAA,19/20,29/07/20,Away,Genoa,0,0,10,3,6,3,1,0,Sassuolo,2,5,15,9,11,2,1,0,NotFavourite,Lose,Lose,5,2.9,3.4,2.4,1.61,2.3,FavOver,-1,-1,1.4,0.61,-1
ITALY,SERIAA,19/20,03/11/19,Home,Milan,1,1,9,4,12,8,3,0,Lazio,1,2,8,7,13,4,5,0,NotFavourite,Draw,Lose,3,3.1,3.2,2.37,1.9,1.9,FavUnder,-1,-1,1.37,0.9,-1
ITALY,SERIAA,19/20,05/07/20,Home,Parma,0,1,7,2,17,3,4,0,Fiorentina,2,2,9,6,14,0,6,0,NotFavourite,Lose,Lose,3,3.1,3.3,2.37,1.9,1.9,FavUnder,-1,-1,1.37,0.9,-1
ITALY,SERIAA,19/20,05/10/19,Away,Parma,0,0,5,2,13,8,2,0,Spal,1,1,12,7,9,5,5,1,NotFavourite,Lose,Lose,1,3.1,3.3,2.37,2,1.8,FavUnder,-1,-1,1.37,-1,0.8
ITALY,SERIAA,19/20,26/01/20,Away,Udinese,0,0,15,5,9,11,3,0,Parma,2,2,10,5,12,5,2,0,NotFavourite,Lose,Lose,2,3.1,3.25,2.37,2.1,1.72,FavUnder,-1,-1,1.37,-1,0.72
ITALY,SERIAA,19/20,09/02/20,Away,Cagliari,0,0,8,6,15,3,6,0,Genoa,1,1,8,5,15,5,3,0,NotFavourite,Lose,Lose,1,2.9,3.5,2.37,1.9,1.9,FavUnder,-1,-1,1.37,-1,0.9
ITALY,SERIAA,19/20,19/07/20,Away,Spal,1,1,13,7,14,4,2,0,Brescia,0,2,15,6,10,7,2,0,NotFavourite,Win,Lose,3,2.87,3.4,2.37,1.8,2,FavOver,-1,-1,1.37,0.8,-1
ITALY,SERIAA,19/20,20/12/19,Home,Fiorentina,1,1,7,4,20,5,4,0,Roma,2,4,8,6,16,4,3,0,NotFavourite,Lose,Lose,5,3.1,3.5,2.3,1.72,2.1,FavOver,-1,-1,1.3,0.72,-1
ITALY,SERIAA,19/20,25/01/20,Home,Spal,1,1,9,5,16,5,4,0,Bologna,1,3,12,6,15,9,3,0,NotFavourite,Draw,Lose,4,3,3.4,2.3,1.8,2,FavOver,-1,-1,1.3,0.8,-1
ITALY,SERIAA,19/20,26/09/19,Away,Milan,1,1,16,4,20,5,5,1,Torino,0,2,11,5,15,3,4,0,NotFavourite,Win,Lose,3,3.1,3.25,2.3,2.1,1.72,FavUnder,-1,-1,1.3,1.1,-1
ITALY,SERIAA,19/20,16/02/20,Away,Inter,1,1,9,6,15,6,2,0,Lazio,0,2,11,6,13,6,5,0,NotFavourite,Win,Lose,3,3,3.5,2.3,1.72,2.1,FavOver,-1,-1,1.3,0.72,-1
ITALY,SERIAA,19/20,27/06/20,Away,Torino,0,2,11,6,12,5,0,0,Cagliari,2,4,9,5,15,3,3,0,NotFavourite,Lose,Lose,6,3.1,3.3,2.3,2,1.8,FavUnder,-1,-1,1.3,1,-1
ITALY,SERIAA,19/20,11/01/20,Home,Cagliari,0,0,6,2,14,3,3,0,Milan,0,2,8,4,13,6,1,0,NotFavourite,Draw,Lose,2,3.1,3.5,2.25,1.9,1.9,FavUnder,-1,-1,1.25,-1,0.9
ITALY,SERIAA,19/20,12/01/20,Home,Roma,0,1,16,9,12,13,6,0,Juventus,2,2,5,4,13,2,3,0,NotFavourite,Lose,Lose,3,3.1,3.5,2.25,1.72,2.1,FavOver,-1,-1,1.25,0.72,-1
ITALY,SERIAA,19/20,01/09/19,Away,Sampdoria,0,1,8,5,10,5,3,1,Sassuolo,3,4,11,8,9,3,1,0,NotFavourite,Lose,Lose,5,3.2,3.4,2.25,1.72,2.1,FavOver,-1,-1,1.25,0.72,-1
ITALY,SERIAA,19/20,08/03/20,Away,Inter,0,0,8,2,18,4,3,1,Juventus,0,2,12,6,8,5,1,0,NotFavourite,Draw,Lose,2,3.3,3.3,2.25,2,1.8,FavUnder,-1,-1,1.25,-1,0.8
ITALY,SERIAA,19/20,21/09/19,Home,Milan,0,0,7,3,15,2,2,0,Inter,0,2,11,9,22,6,1,0,NotFavourite,Draw,Lose,2,3.4,3.3,2.2,2.1,1.72,FavUnder,-1,-1,1.2,-1,0.72
ITALY,SERIAA,19/20,22/12/19,Home,Lecce,0,2,7,3,17,6,3,0,Bologna,1,3,19,16,18,2,3,0,NotFavourite,Lose,Lose,5,3.2,3.6,2.2,1.57,2.37,FavOver,-1,-1,1.2,0.57,-1
ITALY,SERIAA,19/20,09/07/20,Home,Spal,0,0,11,3,11,9,0,0,Udinese,2,3,7,4,9,1,0,0,NotFavourite,Lose,Lose,3,3.4,3.3,2.2,2.1,1.72,FavUnder,-1,-1,1.2,1.1,-1
ITALY,SERIAA,19/20,01/08/20,Home,Juventus,1,1,9,4,10,6,1,0,Roma,2,3,9,7,12,5,4,0,NotFavourite,Lose,Lose,4,2.7,4.2,2.2,1.44,2.75,FavOver,-1,-1,1.2,0.44,-1
ITALY,SERIAA,19/20,05/01/20,Away,Sassuolo,1,1,6,3,14,6,6,0,Genoa,1,2,10,7,23,1,4,0,NotFavourite,Draw,Lose,3,3.1,3.6,2.2,1.72,2.1,FavOver,-1,-1,1.2,0.72,-1
ITALY,SERIAA,19/20,12/01/20,Away,Sassuolo,0,0,10,5,13,11,0,0,Udinese,1,3,13,9,13,6,0,0,NotFavourite,Lose,Lose,3,3.3,3.4,2.2,1.9,1.9,FavUnder,-1,-1,1.2,0.9,-1
ITALY,SERIAA,19/20,12/01/20,Away,Bologna,0,0,10,7,14,9,3,0,Torino,1,1,4,3,16,3,6,0,NotFavourite,Lose,Lose,1,3.25,3.5,2.2,1.9,1.9,FavUnder,-1,-1,1.2,-1,0.9
ITALY,SERIAA,19/20,12/01/20,Away,Genoa,1,1,3,3,22,2,6,0,Verona,0,2,11,9,14,4,3,0,NotFavourite,Win,Lose,3,3.4,3.3,2.2,2.1,1.72,FavUnder,-1,-1,1.2,1.1,-1
ITALY,SERIAA,19/20,15/02/20,Away,Spal,0,1,13,5,23,8,3,0,Lecce,1,2,8,4,13,4,5,0,NotFavourite,Lose,Lose,3,3.2,3.5,2.2,1.72,2.1,FavOver,-1,-1,1.2,0.72,-1
ITALY,SERIAA,19/20,27/10/19,Away,Milan,0,1,8,4,17,8,5,0,Roma,1,2,10,5,12,4,4,0,NotFavourite,Lose,Lose,3,3.4,3.4,2.15,1.72,2.1,FavOver,-1,-1,1.15,0.72,-1
ITALY,SERIAA,19/20,03/11/19,Away,Brescia,0,1,11,5,17,1,4,1,Verona,0,2,11,6,17,5,1,0,NotFavourite,Draw,Lose,3,3.5,3.3,2.15,2.2,1.66,FavUnder,-1,-1,1.15,1.2,-1
ITALY,SERIAA,19/20,24/11/19,Away,Udinese,1,1,5,2,22,2,3,1,Sampdoria,1,2,19,13,8,8,2,0,NotFavourite,Draw,Lose,3,3.6,3.25,2.15,2.3,1.61,FavUnder,-1,-1,1.15,1.3,-1
ITALY,SERIAA,19/20,01/12/19,Home,Parma,0,0,6,0,13,1,1,0,Milan,0,1,19,8,15,7,3,0,NotFavourite,Draw,Lose,1,3.6,3.4,2.1,2,1.8,FavUnder,-1,-1,1.1,-1,0.8
ITALY,SERIAA,19/20,01/07/20,Home,Lecce,0,1,12,6,13,9,2,0,Sampdoria,1,2,8,5,14,5,3,0,NotFavourite,Lose,Lose,3,3.5,3.5,2.1,1.72,2.1,FavOver,-1,-1,1.1,0.72,-1
ITALY,SERIAA,19/20,20/10/19,Away,Spal,0,0,8,5,15,6,5,0,Cagliari,1,2,13,7,16,6,4,0,NotFavourite,Lose,Lose,2,3.75,3.3,2.1,2.1,1.72,FavUnder,-1,-1,1.1,-1,0.72
ITALY,SERIAA,19/20,02/12/19,Away,Sampdoria,1,3,9,5,12,4,1,0,Cagliari,0,4,12,8,15,6,3,0,NotFavourite,Win,Lose,7,3.6,3.3,2.1,2,1.8,FavUnder,-1,-1,1.1,1,-1
ITALY,SERIAA,19/20,24/06/20,Away,Lazio,2,2,5,3,15,0,2,0,Atalanta,1,3,13,9,13,11,2,0,NotFavourite,Win,Lose,5,3.2,3.8,2.1,1.53,2.5,FavOver,-1,-1,1.1,0.53,-1
ITALY,SERIAA,19/20,02/07/20,Away,Napoli,0,0,15,8,14,5,1,0,Atalanta,0,2,6,4,17,5,1,0,NotFavourite,Draw,Lose,2,3.3,3.6,2.1,1.57,2.37,FavOver,-1,-1,1.1,-1,1.37
ITALY,SERIAA,19/20,16/07/20,Away,Genoa,0,0,10,4,18,4,2,0,Torino,1,3,8,4,20,8,2,0,NotFavourite,Lose,Lose,3,3.4,3.5,2.1,1.9,1.9,FavUnder,-1,-1,1.1,0.9,-1
ITALY,SERIAA,19/20,25/08/19,Home,Sampdoria,0,0,12,8,13,5,2,0,Lazio,1,3,16,10,11,9,2,0,NotFavourite,Lose,Lose,3,3.5,3.4,2.05,1.9,1.9,FavUnder,-1,-1,1.05,0.9,-1
ITALY,SERIAA,19/20,28/09/19,Home,Sassuolo,0,1,9,7,14,7,2,0,Atalanta,4,4,10,8,14,3,2,0,NotFavourite,Lose,Lose,5,3.5,3.6,2.05,1.57,2.37,FavOver,-1,-1,1.05,0.57,-1
ITALY,SERIAA,19/20,25/07/20,Home,Brescia,0,1,10,7,15,5,4,0,Parma,0,2,12,6,13,3,0,0,NotFavourite,Draw,Lose,3,3.3,3.8,2.05,1.57,2.37,FavOver,-1,-1,1.05,0.57,-1
ITALY,SERIAA,19/20,26/07/20,Home,Verona,1,1,9,6,16,8,2,0,Lazio,1,5,12,7,7,5,2,0,NotFavourite,Draw,Lose,6,3.4,3.6,2.05,1.66,2.2,FavOver,-1,-1,1.05,0.66,-1
ITALY,SERIAA,19/20,11/01/20,Away,Napoli,0,0,11,7,7,6,2,0,Lazio,0,1,7,6,9,6,2,0,NotFavourite,Draw,Lose,1,3.3,3.8,2.05,1.53,2.5,FavOver,-1,-1,1.05,-1,1.5
ITALY,SERIAA,19/20,05/07/20,Away,Roma,0,1,5,4,16,1,4,0,Napoli,0,2,18,12,10,8,2,0,NotFavourite,Draw,Lose,3,3.5,3.6,2.05,1.72,2.1,FavOver,-1,-1,1.05,0.72,-1
ITALY,SERIAA,19/20,28/07/20,Away,Napoli,0,0,8,2,8,9,1,0,Inter,1,2,6,5,16,3,4,0,NotFavourite,Lose,Lose,2,3.4,3.75,2.05,1.72,2.1,FavOver,-1,-1,1.05,-1,1.1
ITALY,SERIAA,19/20,15/09/19,Home,Genoa,0,1,8,3,12,8,3,0,Atalanta,0,2,11,6,14,7,3,0,NotFavourite,Draw,Lose,3,3.4,3.8,2,1.57,2.37,FavOver,-1,-1,1,0.57,-1
ITALY,SERIAA,19/20,02/11/19,Home,Bologna,0,1,8,3,12,2,3,0,Inter,0,2,11,9,24,7,4,0,NotFavourite,Draw,Lose,3,3.75,3.6,2,1.8,2,FavOver,-1,-1,1,0.8,-1
ITALY,SERIAA,19/20,01/03/20,Home,Cagliari,1,3,7,7,14,2,4,0,Roma,2,4,18,14,13,7,5,0,NotFavourite,Lose,Lose,7,3.6,3.75,2,1.72,2.1,FavOver,-1,-1,1,0.72,-1
ITALY,SERIAA,19/20,26/07/20,Home,Cagliari,0,0,14,8,10,4,2,0,Udinese,1,1,10,6,17,8,1,0,NotFavourite,Lose,Lose,1,3.75,3.5,2,1.9,1.9,FavUnder,-1,-1,1,-1,0.9
ITALY,SERIAA,19/20,25/09/19,Away,Lazio,0,0,6,4,8,6,3,0,Inter,1,1,9,4,10,4,2,0,NotFavourite,Lose,Lose,1,3.75,3.5,2,1.8,2,FavOver,-1,-1,1,-1,1
ITALY,SERIAA,19/20,14/12/19,Away,Lecce,0,0,11,4,26,6,6,0,Brescia,2,3,13,9,17,4,4,0,NotFavourite,Lose,Lose,3,3.6,3.75,2,1.66,2.2,FavOver,-1,-1,1,0.66,-1
ITALY,SERIAA,19/20,01/07/20,Away,Parma,1,2,13,5,10,1,3,0,Verona,1,3,6,5,14,3,2,0,NotFavourite,Draw,Lose,5,4.1,3.25,2,2.1,1.72,FavUnder,-1,-1,1,1.1,-1
ITALY,SERIAA,19/20,29/07/20,Away,Bologna,0,0,8,3,11,5,1,0,Fiorentina,0,4,15,9,14,3,2,0,NotFavourite,Draw,Lose,4,3.5,3.6,2,1.8,2,FavOver,-1,-1,1,0.8,-1
ITALY,SERIAA,19/20,30/10/19,Home,Udinese,0,0,8,5,16,5,4,0,Roma,1,4,10,6,16,3,2,1,NotFavourite,Lose,Lose,4,4,3.5,1.95,1.9,1.9,FavUnder,-1,-1,0.95,0.9,-1
ITALY,SERIAA,19/20,19/01/20,Home,Genoa,1,1,9,8,12,7,2,0,Roma,2,3,14,7,13,3,3,0,NotFavourite,Lose,Lose,4,4.2,3.4,1.95,1.8,2,FavOver,-1,-1,0.95,0.8,-1
ITALY,SERIAA,19/20,15/07/20,Home,Lecce,0,1,10,3,15,6,3,0,Fiorentina,3,3,12,7,7,5,2,0,NotFavourite,Lose,Lose,4,3.6,3.75,1.95,1.61,2.3,FavOver,-1,-1,0.95,0.61,-1
