in,AwayTeam,HomeTeam,AwayOdds,HomeOdds,AwayScore,HomeScore
U7nNuoOR,New York Knicks,Houston Rockets,1.92,1.93,121,99
zomJtR8L,Atlanta Hawks,Indiana Pacers,2.02,1.84,113,125
dflFs7gF,Phoenix Suns,Philadelphia 76ers,1.86,2.0,120,111
nP6OKqn2,Los Angeles Lakers,Memphis Grizzlies,1.28,3.94,115,105
0Sf6qTO2,Portland Trail Blazers,Cleveland Cavaliers,1.59,2.46,129,110
vJgArmv9,Sacramento Kings,Orlando Magic,1.38,3.22,112,123
hQDFM5Hk,Denver Nuggets,Oklahoma City Thunder,1.12,6.7,97,95
zk3KLPWe,Utah Jazz,Milwaukee Bucks,1.74,2.18,129,115
MJt1Y2G1,Boston Celtics,Detroit Pistons,1.33,3.5,102,108
EZEBNo2q,Chicago Bulls,Los Angeles Clippers,3.6,1.32,106,125
riOuT7vM,Atlanta Hawks,San Antonio Spurs,1.73,2.18,114,125
MsNqSRgS,Dallas Mavericks,New Orleans Pelicans,1.69,2.27,143,130
nPUWUT99,Charlotte Hornets,Minnesota Timberwolves,1.71,2.21,120,114
0SYzUmPF,Washington Wizards,New York Knicks,2.36,1.64,91,109
EBWOWkuc,Golden State Warriors,Orlando Magic,1.24,4.31,111,105
h2VSV9f3,Portland Trail Blazers,Philadelphia 76ers,2.94,1.43,118,114
zTRq9nmj,Detroit Pistons,Indiana Pacers,2.44,1.6,95,111
dliSVwVq,Boston Celtics,Toronto Raptors,1.73,2.18,120,106
EJQm862d,Houston Rockets,Miami Heat,2.11,1.78,94,101
t6SuASXq,Los Angeles Lakers,Oklahoma City Thunder,1.12,6.85,114,113
4pyEE8PS,Phoenix Suns,Milwaukee Bucks,2.44,1.6,125,124
z5qcIjQ3,Chicago Bulls,New Orleans Pelicans,2.2,1.72,129,116
MLo9FlAM,Denver Nuggets,Cleveland Cavaliers,1.2,4.8,133,95
feykKCei,Brooklyn Nets,Indiana Pacers,2.01,1.85,104,94
Eer1HAuA,Memphis Grizzlies,Charlotte Hornets,1.7,2.23,130,114
rVn5GUfG,Minnesota Timberwolves,Los Angeles Clippers,4.26,1.25,112,119
htfhJWAc,Dallas Mavericks,Atlanta Hawks,1.61,2.41,118,117
fu50zKMS,Washington Wizards,Toronto Raptors,2.79,1.47,115,137
21l3d93p,Portland Trail Blazers,Orlando Magic,1.4,3.08,106,97
thm7eTIj,Sacramento Kings,Philadelphia 76ers,2.64,1.52,111,119
niVYDyZH,Utah Jazz,Boston Celtics,1.46,2.85,122,108
80WUEHJB,San Antonio Spurs,Golden State Warriors,2.04,1.83,91,114
0zTMGwka,Miami Heat,New York Knicks,1.42,3.01,98,96
EwXQFc45,New Orleans Pelicans,Houston Rockets,1.39,3.17,130,101
IBwIHJZh,Detroit Pistons,Brooklyn Nets,2.94,1.44,122,111
vLvEIaKn,Los Angeles Lakers,Oklahoma City Thunder,1.18,5.15,119,112
WfuAJu5t,Denver Nuggets,Milwaukee Bucks,2.17,1.75,112,125
UogrOLdP,Phoenix Suns,Cleveland Cavaliers,1.44,2.91,119,113
EwBe0I4I,Dallas Mavericks,Minnesota Timberwolves,1.2,4.82,127,122
StFaaxKO,San Antonio Spurs,Golden State Warriors,1.85,2.02,105,100
KGBi1bkC,Chicago Bulls,Washington Wizards,1.54,2.58,101,105
Q50dy07M,Memphis Grizzlies,Toronto Raptors,2.24,1.69,113,128
tQCm2vz6,Charlotte Hornets,Houston Rockets,2.05,1.82,119,94
OlIr3KKa,Los Angeles Clippers,Sacramento Kings,1.28,3.9,110,113
pbJv405g,Phoenix Suns,Boston Celtics,1.72,2.21,100,91
zDBXSC3r,Charlotte Hornets,Washington Wizards,2.0,1.86,119,97
v1GW5Mzs,Indiana Pacers,Utah Jazz,2.71,1.5,95,103
jyKz5tjm,New York Knicks,Miami Heat,2.84,1.46,103,109
fTv0BrDJ,Los Angeles Lakers,Detroit Pistons,1.08,9.0,135,129
xYg1jsyf,New Orleans Pelicans,Memphis Grizzlies,1.95,1.9,118,109
6DoInazJ,Dallas Mavericks,Golden State Warriors,1.56,2.56,134,132
nF1hxthG,Atlanta Hawks,Toronto Raptors,2.05,1.85,132,121
Wfg5k1j0,Cleveland Cavaliers,Milwaukee Bucks,5.19,1.18,99,124
pbc9lL56,Houston Rockets,San Antonio Spurs,1.86,2.0,106,111
SMnEmuLC,Oklahoma City Thunder,Minnesota Timberwolves,1.81,2.07,120,118
bseciNLm,Philadelphia 76ers,Brooklyn Nets,1.42,3.1,124,108
WKO0h36s,Orlando Magic,Chicago Bulls,2.02,1.84,92,118
UBxZdqbQ,Sacramento Kings,Denver Nuggets,2.12,1.78,119,114
zkwVcPrK,New York Knicks,Portland Trail Blazers,2.0,1.86,110,99
MoZQb5TD,Los Angeles Clippers,Boston Celtics,1.46,2.85,115,119
KterzMjD,Phoenix Suns,Detroit Pistons,1.29,3.85,109,92
MoDeqQTQ,Charlotte Hornets,Utah Jazz,3.82,1.29,121,138
CGizxrM0,Miami Heat,Washington Wizards,1.37,3.27,122,95
tjdvy2y7,Oklahoma City Thunder,Minnesota Timberwolves,2.17,1.74,103,106
4jCmwMxA,Brooklyn Nets,Toronto Raptors,1.45,2.89,117,123
YPhWxO6f,Cleveland Cavaliers,Milwaukee Bucks,5.53,1.17,105,123
vRaNvpxr,Indiana Pacers,New Orleans Pelicans,1.82,2.05,113,114
j13Rw4il,Orlando Magic,Chicago Bulls,2.15,1.75,123,119
reEip6EK,Los Angeles Lakers,Denver Nuggets,1.52,2.66,114,93
QJJnonaE,Memphis Grizzlies,Houston Rockets,1.61,2.42,103,115
KMSdOOi1,Philadelphia 76ers,Portland Trail Blazers,1.2,4.93,105,121
YPW0Nr77,Atlanta Hawks,Utah Jazz,4.88,1.2,91,112
nTKrnSq8,Dallas Mavericks,Golden State Warriors,1.57,2.52,116,147
xbwhP4xe,Sacramento Kings,Boston Celtics,1.88,1.97,116,111
b7vlQpNl,New Orleans Pelicans,Phoenix Suns,2.25,1.7,123,101
jsupRQ7r,San Antonio Spurs,Minnesota Timberwolves,1.32,3.56,111,108
WhSBqZN9,Chicago Bulls,New York Knicks,1.84,2.02,103,107
6ifJwqzi,Cleveland Cavaliers,Los Angeles Clippers,4.27,1.24,99,121
IkO7pF83,Miami Heat,Washington Wizards,1.24,4.32,100,103
EHHGrgwG,Oklahoma City Thunder,Houston Rockets,3.22,1.38,104,87
OSO3oegc,Atlanta Hawks,Dallas Mavericks,2.1,1.79,116,122
S0eFvPKp,Charlotte Hornets,Philadelphia 76ers,3.43,1.34,111,118
pxQanyvi,Milwaukee Bucks,Indiana Pacers,1.24,4.26,130,110
AL8mq5CT,Golden State Warriors,Boston Celtics,2.21,1.71,107,111
CzjppocN,Utah Jazz,Detroit Pistons,1.12,6.83,117,105
jL1yn7SA,Indiana Pacers,Memphis Grizzlies,1.54,2.59,134,116
SQddje07,Washington Wizards,Portland Trail Blazers,1.67,2.28,121,132
UB0uoRsH,Brooklyn Nets,Los Angeles Clippers,2.06,1.82,124,120
jm8qv2N3,Orlando Magic,Toronto Raptors,3.11,1.4,108,123
0W8Ol9rh,Dallas Mavericks,Phoenix Suns,1.76,2.13,108,109
rebTmTcb,San Antonio Spurs,Memphis Grizzlies,1.58,2.48,102,133
j5DDWRSN,Chicago Bulls,New York Knicks,1.61,2.41,110,102
4lB1ZTr5,Cleveland Cavaliers,Minnesota Timberwolves,1.63,2.37,100,98
WGUAVorU,Milwaukee Bucks,Portland Trail Blazers,1.2,4.96,134,106
YPGxR5jo,New Orleans Pelicans,Sacramento Kings,1.72,2.19,109,118
nT4KkkTo,Oklahoma City Thunder,Houston Rockets,2.72,1.5,106,136
IiF5YmbB,Atlanta Hawks,Los Angeles Lakers,3.35,1.35,99,107
CEE9X7DH,Miami Heat,Charlotte Hornets,1.32,3.58,121,129
MPLdzATb,Minnesota Timberwolves,Cleveland Cavaliers,2.39,1.63,109,104
z9JpwCqt,Indiana Pacers,Philadelphia 76ers,1.69,2.26,110,119
dQ8uur8c,Toronto Raptors,Orlando Magic,1.45,2.89,115,102
rZMhyjEh,Washington Wizards,Brooklyn Nets,3.15,1.39,149,146
AohvISDU,Denver Nuggets,Utah Jazz,2.3,1.66,128,117
EaIlxWbn,New York Knicks,Los Angeles Clippers,4.57,1.22,115,129
bBlzJ8bO,Golden State Warriors,Detroit Pistons,1.46,2.82,118,91
QcjSKUTB,Dallas Mavericks,Phoenix Suns,1.88,1.97,105,111
8MeNLAE5,Boston Celtics,Los Angeles Lakers,2.41,1.62,95,96
4lkWJlqI,San Antonio Spurs,Memphis Grizzlies,1.62,2.39,112,129
M5gBOCUn,Charlotte Hornets,Milwaukee Bucks,4.42,1.23,126,114
vs46PhFt,Chicago Bulls,Portland Trail Blazers,1.8,2.07,122,123
UVdJMjaa,Miami Heat,Sacramento Kings,1.39,3.15,105,104
z9cFNWqg,New Orleans Pelicans,Houston Rockets,1.78,2.12,112,126
xYHvUY6P,Utah Jazz,Dallas Mavericks,1.6,2.46,120,101
OGEc5kUO,San Antonio Spurs,Denver Nuggets,2.5,1.57,119,109
21Ql7BaC,Minnesota Timberwolves,Philadelphia 76ers,4.35,1.24,94,118
pQFg6VEI,Oklahoma City Thunder,Brooklyn Nets,3.26,1.37,125,147
b9TXAg0m,Orlando Magic,Los Angeles Clippers,3.46,1.34,90,116
lbMp8ip6,New Orleans Pelicans,Milwaukee Bucks,3.28,1.36,131,126
fyNt9XUa,New York Knicks,Cleveland Cavaliers,1.83,2.04,102,81
IZ9ytOhi,Toronto Raptors,Sacramento Kings,1.56,2.55,124,126
KIUTBZps,Charlotte Hornets,Indiana Pacers,2.42,1.61,108,105
GpOxADFg,Washington Wizards,Atlanta Hawks,2.38,1.63,100,116
Gn3dUs18,Phoenix Suns,Golden State Warriors,1.8,2.08,114,93
ziQ96v91,Detroit Pistons,Los Angeles Lakers,3.6,1.32,107,92
EsPD5bO7,Miami Heat,Los Angeles Clippers,1.76,2.14,105,109
SM60T1GE,Houston Rockets,Portland Trail Blazers,1.54,2.59,104,101
6HL57Kge,Golden State Warriors,Minnesota Timberwolves,1.25,4.23,123,111
EJtRE21L,New Orleans Pelicans,Washington Wizards,1.29,3.81,124,106
p2Xd9tPr,Phoenix Suns,Oklahoma City Thunder,1.29,3.77,97,102
SQM180vk,Utah Jazz,Dallas Mavericks,1.78,2.1,116,104
8ttVDMGR,San Antonio Spurs,Boston Celtics,2.58,1.55,110,106
2NwvgLv2,Atlanta Hawks,Brooklyn Nets,2.9,1.44,128,132
GQRLH4H2,Miami Heat,Denver Nuggets,3.02,1.42,82,109
fHQPGOW8,Philadelphia 76ers,Los Angeles Lakers,2.58,1.55,107,106
WWl1HvGj,Toronto Raptors,Milwaukee Bucks,3.16,1.39,108,115
S4oReNfq,Charlotte Hornets,Indiana Pacers,2.26,1.69,106,116
6epVfsAk,Cleveland Cavaliers,Detroit Pistons,1.78,2.1,122,107
lKZZg1Pe,Orlando Magic,Sacramento Kings,1.85,2.02,107,121
zDga03nS,Utah Jazz,New York Knicks,1.16,5.79,108,94
dMfe1qXL,Houston Rockets,Washington Wizards,1.64,2.36,107,88
Ec5j2PHF,Atlanta Hawks,Los Angeles Clippers,1.45,2.87,108,99
Mkmq4om3,Golden State Warriors,Minnesota Timberwolves,1.26,4.11,130,108
GCnm3529,Portland Trail Blazers,Oklahoma City Thunder,1.5,2.7,122,125
YT6lr4Qq,Chicago Bulls,Boston Celtics,2.45,1.59,103,119
ralu5RXd,Dallas Mavericks,Denver Nuggets,2.15,1.75,113,117
d8FMnpIS,Cleveland Cavaliers,Los Angeles Lakers,6.61,1.13,108,115
EqQHmQ2M,Brooklyn Nets,Miami Heat,1.31,3.62,98,85
SSR9knY9,Detroit Pistons,Philadelphia 76ers,2.73,1.49,119,104
htjcIK0p,Indiana Pacers,Toronto Raptors,1.75,2.14,129,114
zgRDl6mG,Orlando Magic,Charlotte Hornets,1.88,1.98,117,108
lxT5jSI3,Portland Trail Blazers,New York Knicks,1.59,2.47,116,113
hAZdhlli,Milwaukee Bucks,Atlanta Hawks,1.13,6.71,129,115
v7oFT4Bj,San Antonio Spurs,Washington Wizards,1.43,2.96,121,101
tW5vz7YM,Boston Celtics,Cleveland Cavaliers,1.41,3.05,141,103
0GnBUpdp,Orlando Magic,Charlotte Hornets,2.1,1.78,104,107
KM4rZQmT,Los Angeles Clippers,Oklahoma City Thunder,1.1,7.62,108,100
z13VM0hT,Indiana Pacers,Toronto Raptors,1.55,2.58,102,107
EJENwkZc,Chicago Bulls,Los Angeles Lakers,4.91,1.2,90,101
zZ2WyT3A,Dallas Mavericks,Houston Rockets,1.34,3.44,108,133
n96zymJG,Phoenix Suns,Denver Nuggets,2.2,1.72,112,120
4lXWGRRp,Utah Jazz,Golden State Warriors,1.35,3.4,127,108
ppAJvVJi,Brooklyn Nets,Miami Heat,1.31,3.66,128,124
6gBFuB4o,Detroit Pistons,Philadelphia 76ers,3.91,1.28,110,114
hADRx9l4,Minnesota Timberwolves,New Orleans Pelicans,4.01,1.27,120,110
Kb6ezGS5,Los Angeles Clippers,Oklahoma City Thunder,1.09,8.23,120,106
hxzaydDa,Phoenix Suns,Denver Nuggets,1.89,1.98,126,130
hC43YgcI,Sacramento Kings,New York Knicks,1.62,2.4,103,94
Eoyexxbg,San Antonio Spurs,Dallas Mavericks,2.1,1.78,117,122
KOyiwIrm,Minnesota Timberwolves,Atlanta Hawks,3.05,1.41,98,116
MmdGqK5J,Cleveland Cavaliers,Brooklyn Nets,3.21,1.38,125,113
0veKrvLP,Philadelphia 76ers,Boston Celtics,1.53,2.63,122,110
McaRNtwN,Toronto Raptors,Miami Heat,1.74,2.16,101,81
CIEPMdb6,Charlotte Hornets,Chicago Bulls,1.66,2.3,110,123
fs4ULGDC,Detroit Pistons,Houston Rockets,1.69,2.26,102,103
YX2YKzTI,Indiana Pacers,Orlando Magic,1.51,2.67,120,118
0rBLNxq0,Golden State Warriors,New York Knicks,1.49,2.75,104,119
6LBHOITg,Utah Jazz,New Orleans Pelicans,1.36,3.33,129,118
SUCDPbEm,Milwaukee Bucks,Los Angeles Lakers,1.87,2.01,106,113
ENWxW0yK,Golden State Warriors,San Antonio Spurs,1.86,2.0,121,99
8pWtVKjQ,Los Angeles Clippers,Sacramento Kings,1.15,5.81,115,96
0KSYWtMD,Houston Rockets,Phoenix Suns,2.95,1.43,103,109
dn2hOlID,Minnesota Timberwolves,Orlando Magic,2.49,1.58,96,97
Ie3lPU27,Atlanta Hawks,Detroit Pistons,1.54,2.58,123,115
vZ9MOMNG,Toronto Raptors,Miami Heat,1.55,2.56,102,111
lGFySWIl,Cleveland Cavaliers,Brooklyn Nets,5.45,1.17,147,135
Wv5tRjYf,Indiana Pacers,Dallas Mavericks,2.19,1.73,112,124
AV3pQAm1,Philadelphia 76ers,Boston Celtics,1.52,2.64,117,109
vsQ1YYuL,Denver Nuggets,Oklahoma City Thunder,1.2,4.91,119,101
IXO5XheR,Utah Jazz,New Orleans Pelicans,1.39,3.17,118,102
M5VdZEQE,Los Angeles Lakers,Golden State Warriors,1.24,4.3,113,115
rFWhzeB8,Chicago Bulls,Houston Rockets,2.09,1.78,125,120
AByaEDlk,Miami Heat,Detroit Pistons,1.42,2.99,113,107
UBrBBBY7,Brooklyn Nets,Milwaukee Bucks,2.48,1.58,125,123
0rBIP28A,Toronto Raptors,Dallas Mavericks,1.62,2.39,116,93
WQP7CiJ1,Memphis Grizzlies,Phoenix Suns,2.83,1.46,108,104
l2z3DX3e,Portland Trail Blazers,San Antonio Spurs,2.03,1.83,104,125
txXfFgZr,Atlanta Hawks,Minnesota Timberwolves,1.33,3.44,108,97
d4eOKFBL,New York Knicks,Orlando Magic,2.11,1.77,91,84
r1iKLedF,Los Angeles Clippers,Indiana Pacers,1.29,3.78,129,96
lvhGMys9,Sacramento Kings,New Orleans Pelicans,2.21,1.71,123,128
AmgCNHR2,Denver Nuggets,Utah Jazz,2.03,1.84,105,109
W4lXaEZe,Dallas Mavericks,Chicago Bulls,1.37,3.22,101,117
OvoP1z5q,Boston Celtics,New York Knicks,1.33,3.51,75,105
rsXfJ2zH,Portland Trail Blazers,Atlanta Hawks,1.52,2.63,112,106
zHTnLO54,Memphis Grizzlies,Philadelphia 76ers,1.8,2.07,106,104
dQUrM4jb,Miami Heat,Detroit Pistons,1.45,2.84,100,120
W86EQrg4,Toronto Raptors,Charlotte Hornets,1.38,3.21,116,113
E1uvNpyh,Brooklyn Nets,Orlando Magic,1.23,4.46,122,115
2RyzOQLo,San Antonio Spurs,Houston Rockets,1.34,3.39,103,91
nF1Q3NzU,Los Angeles Lakers,New Orleans Pelicans,1.24,4.37,112,95
lOmhasqo,Sacramento Kings,Los Angeles Clippers,3.3,1.36,100,138
Uw7L43LN,Utah Jazz,Atlanta Hawks,1.4,3.08,116,92
dQ8D6PjB,Oklahoma City Thunder,Chicago Bulls,2.16,1.74,127,125
SW1cA7in,Boston Celtics,Orlando Magic,1.57,2.5,124,97
M7G09R6h,Cleveland Cavaliers,New York Knicks,2.13,1.76,106,103
0bF48oMb,Milwaukee Bucks,Dallas Mavericks,1.32,3.55,112,109
AFXripiO,Denver Nuggets,Golden State Warriors,1.53,2.62,114,104
OIymj46U,Portland Trail Blazers,Indiana Pacers,1.68,2.26,87,111
GhYvhQyI,San Antonio Spurs,Houston Rockets,1.34,3.37,105,109
hI7AROwb,Toronto Raptors,Charlotte Hornets,1.22,4.57,111,108
x2Zzg6MB,Philadelphia 76ers,Miami Heat,1.27,3.95,125,108
tztSfSia,Los Angeles Clippers,New Orleans Pelicans,1.18,5.18,111,106
KQvWgn75,Sacramento Kings,Portland Trail Blazers,2.67,1.51,126,132
hEmFcU7t,Minnesota Timberwolves,Memphis Grizzlies,1.75,2.15,107,118
zwwKdlNn,Oklahoma City Thunder,Los Angeles Lakers,5.26,1.18,99,128
j51m2AaP,New York Knicks,Brooklyn Nets,2.28,1.67,109,116
SWFhtTx6,Charlotte Hornets,Dallas Mavericks,2.25,1.68,93,104
tzKdumhC,Detroit Pistons,Milwaukee Bucks,5.32,1.18,101,110
Y9Gls9Na,Golden State Warriors,Indiana Pacers,1.64,2.36,95,104
E70mqVhm,Houston Rockets,Los Angeles Lakers,2.61,1.53,100,117
fJHprk8g,Oklahoma City Thunder,San Antonio Spurs,2.11,1.77,102,112
4YADkXFJ,Brooklyn Nets,Denver Nuggets,1.81,2.05,122,116
IyFHliVP,Cleveland Cavaliers,Utah Jazz,7.09,1.11,87,117
2TWUQmwJ,Philadelphia 76ers,Miami Heat,1.27,3.93,137,134
AgI5S4Oi,Portland Trail Blazers,Toronto Raptors,1.53,2.61,112,111
OxYQRTNC,Sacramento Kings,Indiana Pacers,2.47,1.58,127,122
GCUITkg0,Atlanta Hawks,Philadelphia 76ers,1.43,2.94,112,94
4GawlKvF,Charlotte Hornets,New York Knicks,1.52,2.64,109,88
ttN6Wi9s,Cleveland Cavaliers,Memphis Grizzlies,2.13,1.75,91,101
z3MAVBOm,Orlando Magic,Milwaukee Bucks,4.99,1.19,99,121
YmuEUVwf,Washington Wizards,Phoenix Suns,3.11,1.39,128,107
bJE1Tp9o,Golden State Warriors,Toronto Raptors,2.19,1.72,106,105
nu5Yl0P8,Minnesota Timberwolves,San Antonio Spurs,2.52,1.56,96,88
8l6UktA2,Houston Rockets,Los Angeles Lakers,2.54,1.55,102,120
bJOwTI2k,Brooklyn Nets,Oklahoma City Thunder,1.3,3.66,116,129
trErSxIe,New York Knicks,Denver Nuggets,2.83,1.46,89,114
KSPZTbmq,Los Angeles Clippers,Chicago Bulls,1.12,6.79,130,127
lpw8YvuS,Detroit Pistons,Utah Jazz,4.08,1.26,86,96
Agv4ZKPL,Sacramento Kings,Portland Trail Blazers,2.72,1.5,99,125
SUlaz1AF,Dallas Mavericks,Orlando Magic,1.41,3.02,112,98
K4oixNu3,Milwaukee Bucks,Cleveland Cavaliers,1.25,4.22,100,90
ERpeyse9,Minnesota Timberwolves,San Antonio Spurs,2.36,1.63,122,125
Q540FaYk,Charlotte Hornets,Atlanta Hawks,2.64,1.52,113,105
4d34EJmd,Indiana Pacers,Phoenix Suns,1.68,2.27,117,125
tEnmw3Qd,Washington Wizards,Miami Heat,5.07,1.17,124,128
Wr5dGuJq,Philadelphia 76ers,Denver Nuggets,8.19,1.09,103,115
EROPL1eM,Golden State Warriors,Los Angeles Clippers,3.15,1.38,115,105
djEUKLAS,Los Angeles Lakers,Chicago Bulls,1.26,4.04,117,115
pGQJ41Wp,Sacramento Kings,Toronto Raptors,1.95,1.9,123,144
SAMDO3B3,Houston Rockets,Orlando Magic,1.35,3.33,132,90
61LHNNQ9,Memphis Grizzlies,Brooklyn Nets,1.96,1.88,115,110
zyQLMstG,Milwaukee Bucks,Utah Jazz,1.42,3.01,118,131
IuuN1t4j,Boston Celtics,Washington Wizards,1.6,2.44,116,107
pnX8Pqdc,New Orleans Pelicans,Charlotte Hornets,1.35,3.37,110,118
WrT4QPti,New York Knicks,Oklahoma City Thunder,1.66,2.29,89,101
vktJ2Mlp,Detroit Pistons,Phoenix Suns,3.63,1.31,110,105
GdOj9OBG,Denver Nuggets,Dallas Mavericks,1.71,2.2,117,124
AJNf8rRM,Los Angeles Lakers,San Antonio Spurs,1.24,4.24,109,118
lAMb72tT,Portland Trail Blazers,Minnesota Timberwolves,1.2,4.87,135,117
2gKnA4dA,Memphis Grizzlies,Cleveland Cavaliers,1.47,2.8,90,94
KUUsBps4,Brooklyn Nets,Philadelphia 76ers,2.56,1.56,122,109
C4RZC6Ci,Golden State Warriors,Los Angeles Clippers,2.78,1.47,101,108
tvWwCQRc,Sacramento Kings,Chicago Bulls,1.35,3.32,128,124
r7vh9sOT,Phoenix Suns,Toronto Raptors,1.66,2.28,123,115
Uu2k5fgo,Milwaukee Bucks,Detroit Pistons,1.12,6.54,130,115
YDSVDnco,New Orleans Pelicans,Oklahoma City Thunder,1.29,3.78,110,111
MZCFBdGH,Atlanta Hawks,Charlotte Hornets,1.42,2.96,94,102
0QBJAGVN,Miami Heat,Boston Celtics,1.7,2.21,105,107
fmBN9zoU,New York Knicks,Utah Jazz,3.59,1.31,112,100
WpK2EbWb,Indiana Pacers,Houston Rockets,1.7,2.22,114,107
Q7J6DIo5,Orlando Magic,Cleveland Cavaliers,1.48,2.74,105,94
4bIACx1B,Philadelphia 76ers,Washington Wizards,1.38,3.18,141,136
IsGbFvHh,Portland Trail Blazers,Chicago Bulls,1.22,4.53,108,111
zJQgGK1n,Los Angeles Clippers,San Antonio Spurs,1.32,3.51,113,116
dSRkH0nt,Denver Nuggets,Minnesota Timberwolves,1.16,5.68,123,116
WnFr93fJ,Memphis Grizzlies,Los Angeles Lakers,4.52,1.22,92,94
hdGvAquD,Brooklyn Nets,Utah Jazz,2.56,1.54,130,96
AXQZAPP6,Golden State Warriors,Sacramento Kings,2.02,1.83,137,106
OGONDRul,Houston Rockets,Dallas Mavericks,1.6,2.42,100,113
27NRCoef,Milwaukee Bucks,Detroit Pistons,1.05,11.38,125,115
dUMVB5A0,New Orleans Pelicans,Indiana Pacers,1.79,2.08,116,118
4WsiJmIQ,Atlanta Hawks,New York Knicks,1.33,3.42,108,113
6uUIE7Qs,Miami Heat,Oklahoma City Thunder,1.23,4.39,118,90
QVqmAN8N,Toronto Raptors,Boston Celtics,1.42,2.97,114,126
COPqL9mE,Orlando Magic,Cleveland Cavaliers,1.44,2.86,103,83
A9rmKT2K,Philadelphia 76ers,Charlotte Hornets,1.28,3.86,118,101
AJo1dQAD,Golden State Warriors,Portland Trail Blazers,2.64,1.52,137,122
2grgbnt1,Chicago Bulls,Dallas Mavericks,2.5,1.57,118,108
WSncc6e7,Phoenix Suns,Los Angeles Clippers,2.32,1.64,107,112
tvfp08Bl,Minnesota Timberwolves,Denver Nuggets,4.05,1.26,109,124
O2qkaSQf,San Antonio Spurs,Utah Jazz,2.83,1.45,109,130
Ae3E5UmR,Brooklyn Nets,Washington Wizards,1.31,3.58,122,123
Szjt1ldr,Memphis Grizzlies,Los Angeles Lakers,4.78,1.2,94,108
W44A6AYK,Detroit Pistons,Boston Celtics,3.84,1.28,120,122
jgmD7jJE,Atlanta Hawks,Cleveland Cavaliers,1.44,2.88,91,96
nuoqB3gH,New Orleans Pelicans,Toronto Raptors,1.96,1.87,120,116
pddNpTB1,Indiana Pacers,New York Knicks,1.22,4.51,102,106
ba0RqmR7,Orlando Magic,Oklahoma City Thunder,1.52,2.64,99,108
C2l98W38,Philadelphia 76ers,Charlotte Hornets,1.2,4.81,127,112
2X6Io9de,Houston Rockets,Sacramento Kings,2.0,1.91,102,94
Ot8Enksk,Golden State Warriors,Portland Trail Blazers,2.39,1.61,98,123
hbHrhBJR,Denver Nuggets,Phoenix Suns,1.62,2.37,103,106
f73AmVRr,Utah Jazz,Los Angeles Clippers,2.37,1.62,106,100
4xPVfDZ8,Milwaukee Bucks,Chicago Bulls,1.07,9.07,126,96
baOZgXlF,Minnesota Timberwolves,Washington Wizards,1.93,1.91,109,130
AZRwgi4L,San Antonio Spurs,Los Angeles Lakers,3.63,1.3,103,109
QoQRegK2,Brooklyn Nets,Atlanta Hawks,1.4,3.08,96,114
GGryZVCk,Charlotte Hornets,Memphis Grizzlies,1.54,2.59,93,108
lUtqX9s2,Dallas Mavericks,Miami Heat,2.06,1.81,93,83
AwruYkSe,Detroit Pistons,Boston Celtics,4.05,1.26,96,93
2DvXZBcq,Utah Jazz,Phoenix Suns,1.59,2.45,95,106
dW14vhkS,Oklahoma City Thunder,New Orleans Pelicans,2.84,1.45,80,113
hIouCqvB,Toronto Raptors,New York Knicks,1.27,3.97,100,83
Iu30uYZL,Houston Rockets,Sacramento Kings,1.47,2.81,122,119
O4lctEKF,Orlando Magic,Philadelphia 76ers,2.42,1.6,92,116
pEkgsf59,Washington Wizards,Chicago Bulls,1.34,3.4,130,133
2k0lrzj3,Indiana Pacers,Cleveland Cavaliers,1.3,3.64,119,99
lndpqGzc,Los Angeles Clippers,Portland Trail Blazers,1.43,2.96,128,105
dh9bLCrj,Dallas Mavericks,Charlotte Hornets,1.28,3.87,99,118
zq82KWcd,San Antonio Spurs,Los Angeles Lakers,3.49,1.33,107,121
8UiMv1qB,Boston Celtics,Memphis Grizzlies,1.33,3.44,126,107
2iiQwLbH,Brooklyn Nets,Atlanta Hawks,1.43,2.95,145,141
vHEgMhTq,Miami Heat,Milwaukee Bucks,3.15,1.38,119,108
EVbDtNEb,Los Angeles Clippers,Minnesota Timberwolves,1.17,5.36,124,101
zu09s3ah,Phoenix Suns,New Orleans Pelicans,1.78,2.1,111,86
dflIusU4,Sacramento Kings,Denver Nuggets,1.9,1.95,125,115
65e5rqpn,Oklahoma City Thunder,Orlando Magic,3.14,1.39,107,118
SEd1qPUu,Miami Heat,Milwaukee Bucks,2.99,1.42,97,144
GzTrRsFB,Cleveland Cavaliers,New York Knicks,1.64,2.35,86,95
fRRnQ1UH,Detroit Pistons,Golden State Warriors,2.5,1.57,106,116
llRjPLqO,Indiana Pacers,Boston Celtics,1.84,2.01,111,116
vFsyDPO4,Philadelphia 76ers,Toronto Raptors,1.84,2.01,100,93
2iVfOuaU,Washington Wizards,Chicago Bulls,1.4,3.08,107,115
zPBoSNa5,Los Angeles Lakers,Portland Trail Blazers,1.42,3.0,107,115
dYCsT3pa,Denver Nuggets,Houston Rockets,1.38,3.15,124,111
2BDwUqVh,Oklahoma City Thunder,Utah Jazz,4.18,1.24,109,110
6qKUV50t,Atlanta Hawks,Detroit Pistons,1.19,4.92,128,120
l89ZUPFn,Brooklyn Nets,Memphis Grizzlies,2.13,1.75,111,116
4zY2znhP,Los Angeles Lakers,Minnesota Timberwolves,1.19,4.96,127,91
