Country,League,Season,Date,Homeoraway,Team,TeamGoals,Opponent,OpponentGoals,Favourite,Result,TotalGoals,TeamOdds,DrawOdds,OpponentOdds,ResultBetWin,ResultBetDraw,ResultBetLose
SPAIN,LALIGA,17/18,2017/11/18,Home,Sevilla,2,Celta,1,Favourite,Win,3,1.72,3.79,4.75,0.72,-1,-1
SPAIN,LALIGA,17/18,2017/11/18,Away,Real Madrid,0,Ath Madrid,0,Favourite,Draw,0,2.25,3.39,3.2,-1,2.39,-1
SPAIN,LALIGA,17/18,2017/11/18,Away,Alaves,1,Getafe,4,NotFavourite,Lose,5,4.75,3.5,1.8,-1,-1,0.8
SPAIN,LALIGA,17/18,2017/11/18,Away,Barcelona,3,Leganes,0,Favourite,Win,3,1.33,5.25,9.5,0.33,-1,-1
SPAIN,LALIGA,17/18,2017/11/18,Away,Celta,1,Sevilla,2,NotFavourite,Lose,3,4.75,3.79,1.72,-1,-1,0.72
GERMANY,BUND,17/18,2017/11/18,Home,Bayern Munich,3,Augsburg,0,Favourite,Win,3,1.16,8,15,0.16,-1,-1
GERMANY,BUND,17/18,2017/11/18,Home,Hertha,2,M'gladbach,4,NotFavourite,Lose,6,2.89,3.25,2.5,-1,-1,1.5
GERMANY,BUND,17/18,2017/11/18,Home,Hoffenheim,1,Ein Frankfurt,1,Favourite,Draw,2,2.2,3.39,3.39,-1,2.39,-1
GERMANY,BUND,17/18,2017/11/18,Home,Leverkusen,2,RB Leipzig,2,Favourite,Draw,4,2.29,3.5,3,-1,2.5,-1
GERMANY,BUND,17/18,2017/11/18,Home,Mainz,1,FC Koln,0,Favourite,Win,1,2.04,3.39,3.79,1.04,-1,-1
GERMANY,BUND,17/18,2017/11/18,Home,Wolfsburg,3,Freiburg,1,Favourite,Win,4,1.61,3.75,6,0.61,-1,-1
GERMANY,BUND,17/18,2017/11/18,Away,Augsburg,0,Bayern Munich,3,NotFavourite,Lose,3,15,8,1.16,-1,-1,0.16
GERMANY,BUND,17/18,2017/11/18,Away,M'gladbach,4,Hertha,2,Favourite,Win,6,2.5,3.25,2.89,1.5,-1,-1
GERMANY,BUND,17/18,2017/11/18,Away,Ein Frankfurt,1,Hoffenheim,1,NotFavourite,Draw,2,3.39,3.39,2.2,-1,2.39,-1
GERMANY,BUND,17/18,2017/11/18,Away,RB Leipzig,2,Leverkusen,2,NotFavourite,Draw,4,3,3.5,2.29,-1,2.5,-1
GERMANY,BUND,17/18,2017/11/18,Away,FC Koln,0,Mainz,1,NotFavourite,Lose,1,3.79,3.39,2.04,-1,-1,1.04
GERMANY,BUND,17/18,2017/11/18,Away,Freiburg,1,Wolfsburg,3,NotFavourite,Lose,4,6,3.75,1.61,-1,-1,0.61
SPAIN,LALIGA,17/18,2017/11/17,Home,Girona,1,Sociedad,1,NotFavourite,Draw,2,2.89,3.5,2.37,-1,2.5,-1
SPAIN,LALIGA,17/18,2017/11/17,Away,Sociedad,1,Girona,1,Favourite,Draw,2,2.37,3.5,2.89,-1,2.5,-1
GERMANY,BUND,17/18,2017/11/17,Home,Stuttgart,2,Dortmund,1,NotFavourite,Win,3,4.2,3.89,1.8,3.2,-1,-1
GERMANY,BUND,17/18,2017/11/17,Away,Dortmund,1,Stuttgart,2,Favourite,Lose,3,1.8,3.89,4.2,-1,-1,3.2
ITALY,SERIAA,17/18,2017/11/05,Home,Atalanta,1,Spal,1,Favourite,Draw,2,1.3,5.25,10,-1,4.25,-1
ITALY,SERIAA,17/18,2017/11/05,Home,Cagliari,2,Verona,1,Favourite,Win,3,1.9,3.29,4.5,0.9,-1,-1
ITALY,SERIAA,17/18,2017/11/05,Home,Chievo,0,Napoli,0,NotFavourite,Draw,0,7.5,5,1.39,-1,4,-1
ITALY,SERIAA,17/18,2017/11/05,Home,Fiorentina,2,Roma,4,NotFavourite,Lose,6,3,3.5,2.29,-1,-1,1.29
ITALY,SERIAA,17/18,2017/11/05,Home,Inter,1,Torino,1,Favourite,Draw,2,1.5,4.33,6.5,-1,3.33,-1
ITALY,SERIAA,17/18,2017/11/05,Home,Juventus,2,Benevento,1,Favourite,Win,3,1.06,13,34,0.06,-1,-1
ITALY,SERIAA,17/18,2017/11/05,Home,Sassuolo,0,Milan,2,NotFavourite,Lose,2,3.75,3.39,2.04,-1,-1,1.04
ITALY,SERIAA,17/18,2017/11/05,Away,Spal,1,Atalanta,1,NotFavourite,Draw,2,10,5.25,1.3,-1,4.25,-1
ITALY,SERIAA,17/18,2017/11/05,Away,Verona,1,Cagliari,2,NotFavourite,Lose,3,4.5,3.29,1.9,-1,-1,0.9
ITALY,SERIAA,17/18,2017/11/05,Away,Napoli,0,Chievo,0,Favourite,Draw,0,1.39,5,7.5,-1,4,-1
ITALY,SERIAA,17/18,2017/11/05,Away,Roma,4,Fiorentina,2,Favourite,Win,6,2.29,3.5,3,1.29,-1,-1
ITALY,SERIAA,17/18,2017/11/05,Away,Torino,1,Inter,1,NotFavourite,Draw,2,6.5,4.33,1.5,-1,3.33,-1
ITALY,SERIAA,17/18,2017/11/05,Away,Benevento,1,Juventus,2,NotFavourite,Lose,3,34,13,1.06,-1,-1,0.06
ITALY,SERIAA,17/18,2017/11/05,Away,Milan,2,Sassuolo,0,Favourite,Win,2,2.04,3.39,3.75,1.04,-1,-1
SPAIN,LALIGA,17/18,2017/11/05,Home,Celta,3,Ath Bilbao,1,Favourite,Win,4,2.1,3.5,3.5,1.1,-1,-1
SPAIN,LALIGA,17/18,2017/11/05,Home,Levante,1,Girona,2,Favourite,Lose,3,2.39,3.29,3,-1,-1,2
SPAIN,LALIGA,17/18,2017/11/05,Home,Real Madrid,3,Las Palmas,0,Favourite,Win,3,1.08,13,19,0.08,-1,-1
SPAIN,LALIGA,17/18,2017/11/05,Home,Sociedad,3,Eibar,1,Favourite,Win,4,1.61,4,5.5,0.61,-1,-1
SPAIN,LALIGA,17/18,2017/11/05,Home,Villarreal,2,Malaga,0,Favourite,Win,2,1.53,4.33,6,0.53,-1,-1
SPAIN,LALIGA,17/18,2017/11/05,Away,Ath Bilbao,1,Celta,3,NotFavourite,Lose,4,3.5,3.5,2.1,-1,-1,1.1
SPAIN,LALIGA,17/18,2017/11/05,Away,Girona,2,Levante,1,NotFavourite,Win,3,3,3.29,2.39,2,-1,-1
SPAIN,LALIGA,17/18,2017/11/05,Away,Las Palmas,0,Real Madrid,3,NotFavourite,Lose,3,19,13,1.08,-1,-1,0.08
SPAIN,LALIGA,17/18,2017/11/05,Away,Eibar,1,Sociedad,3,NotFavourite,Lose,4,5.5,4,1.61,-1,-1,0.61
SPAIN,LALIGA,17/18,2017/11/05,Away,Malaga,0,Villarreal,2,NotFavourite,Lose,2,6,4.33,1.53,-1,-1,0.53
GERMANY,BUND,17/18,2017/11/05,Home,FC Koln,0,Hoffenheim,3,NotFavourite,Lose,3,2.87,3.39,2.45,-1,-1,1.45
GERMANY,BUND,17/18,2017/11/05,Home,Wolfsburg,3,Hertha,3,Favourite,Draw,6,2,3.39,4,-1,2.39,-1
GERMANY,BUND,17/18,2017/11/05,Away,Hoffenheim,3,FC Koln,0,Favourite,Win,3,2.45,3.39,2.87,1.45,-1,-1
GERMANY,BUND,17/18,2017/11/05,Away,Hertha,3,Wolfsburg,3,NotFavourite,Draw,6,4,3.39,2,-1,2.39,-1
ITALY,SERIAA,17/18,2017/11/04,Home,Bologna,2,Crotone,3,Favourite,Lose,5,1.8,3.5,4.75,-1,-1,3.75
ITALY,SERIAA,17/18,2017/11/04,Home,Genoa,0,Sampdoria,2,NotFavourite,Lose,2,3,3.1,2.54,-1,-1,1.54
ITALY,SERIAA,17/18,2017/11/04,Away,Crotone,3,Bologna,2,NotFavourite,Win,5,4.75,3.5,1.8,3.75,-1,-1
ITALY,SERIAA,17/18,2017/11/04,Away,Sampdoria,2,Genoa,0,Favourite,Win,2,2.54,3.1,3,1.54,-1,-1
SPAIN,LALIGA,17/18,2017/11/04,Home,Alaves,1,Espanol,0,NotFavourite,Win,1,2.87,3.1,2.7,1.87,-1,-1
SPAIN,LALIGA,17/18,2017/11/04,Home,Barcelona,2,Sevilla,1,Favourite,Win,3,1.19,7.5,12,0.19,-1,-1
SPAIN,LALIGA,17/18,2017/11/04,Home,La Coruna,0,Ath Madrid,1,NotFavourite,Lose,1,4.75,3.6,1.8,-1,-1,0.8
SPAIN,LALIGA,17/18,2017/11/04,Home,Valencia,3,Leganes,0,Favourite,Win,3,1.5,4.33,6.5,0.5,-1,-1
SPAIN,LALIGA,17/18,2017/11/04,Away,Espanol,0,Alaves,1,Favourite,Lose,1,2.7,3.1,2.87,-1,-1,1.87
SPAIN,LALIGA,17/18,2017/11/04,Away,Sevilla,1,Barcelona,2,NotFavourite,Lose,3,12,7.5,1.19,-1,-1,0.19
SPAIN,LALIGA,17/18,2017/11/04,Away,Ath Madrid,1,La Coruna,0,Favourite,Win,1,1.8,3.6,4.75,0.8,-1,-1
SPAIN,LALIGA,17/18,2017/11/04,Away,Leganes,0,Valencia,3,NotFavourite,Lose,3,6.5,4.33,1.5,-1,-1,0.5
GERMANY,BUND,17/18,2017/11/04,Home,Augsburg,1,Leverkusen,1,NotFavourite,Draw,2,3.5,3.6,2.04,-1,2.6,-1
GERMANY,BUND,17/18,2017/11/04,Home,Dortmund,1,Bayern Munich,3,NotFavourite,Lose,4,3.29,3.79,2.04,-1,-1,1.04
GERMANY,BUND,17/18,2017/11/04,Home,Freiburg,0,Schalke 04,1,NotFavourite,Lose,1,3.79,3.29,2.04,-1,-1,1.04
GERMANY,BUND,17/18,2017/11/04,Home,Hamburg,3,Stuttgart,1,Favourite,Win,4,2.45,3.39,2.87,1.45,-1,-1
GERMANY,BUND,17/18,2017/11/04,Home,M'gladbach,1,Mainz,1,Favourite,Draw,2,1.61,4,5.5,-1,3,-1
GERMANY,BUND,17/18,2017/11/04,Home,RB Leipzig,2,Hannover,1,Favourite,Win,3,1.44,4.5,7.5,0.44,-1,-1
GERMANY,BUND,17/18,2017/11/04,Away,Leverkusen,1,Augsburg,1,Favourite,Draw,2,2.04,3.6,3.5,-1,2.6,-1
GERMANY,BUND,17/18,2017/11/04,Away,Bayern Munich,3,Dortmund,1,Favourite,Win,4,2.04,3.79,3.29,1.04,-1,-1
GERMANY,BUND,17/18,2017/11/04,Away,Schalke 04,1,Freiburg,0,Favourite,Win,1,2.04,3.29,3.79,1.04,-1,-1
GERMANY,BUND,17/18,2017/11/04,Away,Stuttgart,1,Hamburg,3,NotFavourite,Lose,4,2.87,3.39,2.45,-1,-1,1.45
GERMANY,BUND,17/18,2017/11/04,Away,Mainz,1,M'gladbach,1,NotFavourite,Draw,2,5.5,4,1.61,-1,3,-1
GERMANY,BUND,17/18,2017/11/04,Away,Hannover,1,RB Leipzig,2,NotFavourite,Lose,3,7.5,4.5,1.44,-1,-1,0.44
SPAIN,LALIGA,17/18,2017/11/03,Home,Betis,2,Getafe,2,Favourite,Draw,4,2,3.5,3.79,-1,2.5,-1
SPAIN,LALIGA,17/18,2017/11/03,Away,Getafe,2,Betis,2,NotFavourite,Draw,4,3.79,3.5,2,-1,2.5,-1
GERMANY,BUND,17/18,2017/11/03,Home,Ein Frankfurt,2,Werder Bremen,1,Favourite,Win,3,1.75,3.75,4.75,0.75,-1,-1
GERMANY,BUND,17/18,2017/11/03,Away,Werder Bremen,1,Ein Frankfurt,2,NotFavourite,Lose,3,4.75,3.75,1.75,-1,-1,0.75
ITALY,SERIAA,17/18,2017/10/30,Home,Verona,1,Inter,2,NotFavourite,Lose,3,7.5,5,1.39,-1,-1,0.39
ITALY,SERIAA,17/18,2017/10/30,Away,Inter,2,Verona,1,Favourite,Win,3,1.39,5,7.5,0.39,-1,-1
SPAIN,LALIGA,17/18,2017/10/30,Home,Espanol,1,Betis,0,Favourite,Win,1,2.14,3.39,3.39,1.14,-1,-1
SPAIN,LALIGA,17/18,2017/10/30,Home,Las Palmas,1,La Coruna,3,Favourite,Lose,4,2.04,3.5,3.6,-1,-1,2.6
SPAIN,LALIGA,17/18,2017/10/30,Away,Betis,0,Espanol,1,NotFavourite,Lose,1,3.39,3.39,2.14,-1,-1,1.14
SPAIN,LALIGA,17/18,2017/10/30,Away,La Coruna,3,Las Palmas,1,NotFavourite,Win,4,3.6,3.5,2.04,2.6,-1,-1
ITALY,SERIAA,17/18,2017/10/29,Home,Benevento,1,Lazio,5,NotFavourite,Lose,6,11,5.5,1.28,-1,-1,0.28
ITALY,SERIAA,17/18,2017/10/29,Home,Crotone,2,Fiorentina,1,NotFavourite,Win,3,5.5,3.75,1.64,4.5,-1,-1
ITALY,SERIAA,17/18,2017/10/29,Home,Napoli,3,Sassuolo,1,Favourite,Win,4,1.14,9,15,0.14,-1,-1
ITALY,SERIAA,17/18,2017/10/29,Home,Sampdoria,4,Chievo,1,Favourite,Win,5,1.83,3.6,4.5,0.83,-1,-1
ITALY,SERIAA,17/18,2017/10/29,Home,Spal,1,Genoa,0,NotFavourite,Win,1,3.1,3.1,2.5,2.1,-1,-1
ITALY,SERIAA,17/18,2017/10/29,Home,Torino,2,Cagliari,1,Favourite,Win,3,1.6,4.33,5.25,0.6,-1,-1
ITALY,SERIAA,17/18,2017/10/29,Home,Udinese,2,Atalanta,1,NotFavourite,Win,3,3.6,3.39,2.1,2.6,-1,-1
ITALY,SERIAA,17/18,2017/10/29,Away,Lazio,5,Benevento,1,Favourite,Win,6,1.28,5.5,11,0.28,-1,-1
ITALY,SERIAA,17/18,2017/10/29,Away,Fiorentina,1,Crotone,2,Favourite,Lose,3,1.64,3.75,5.5,-1,-1,4.5
ITALY,SERIAA,17/18,2017/10/29,Away,Sassuolo,1,Napoli,3,NotFavourite,Lose,4,15,9,1.14,-1,-1,0.14
ITALY,SERIAA,17/18,2017/10/29,Away,Chievo,1,Sampdoria,4,NotFavourite,Lose,5,4.5,3.6,1.83,-1,-1,0.83
ITALY,SERIAA,17/18,2017/10/29,Away,Genoa,0,Spal,1,Favourite,Lose,1,2.5,3.1,3.1,-1,-1,2.1
ITALY,SERIAA,17/18,2017/10/29,Away,Cagliari,1,Torino,2,NotFavourite,Lose,3,5.25,4.33,1.6,-1,-1,0.6
ITALY,SERIAA,17/18,2017/10/29,Away,Atalanta,1,Udinese,2,Favourite,Lose,3,2.1,3.39,3.6,-1,-1,2.6
SPAIN,LALIGA,17/18,2017/10/29,Home,Eibar,2,Levante,2,Favourite,Draw,4,1.95,3.39,4.2,-1,2.39,-1
SPAIN,LALIGA,17/18,2017/10/29,Home,Getafe,2,Sociedad,1,Favourite,Win,3,2.45,3.39,2.87,1.45,-1,-1
SPAIN,LALIGA,17/18,2017/10/29,Home,Girona,2,Real Madrid,1,NotFavourite,Win,3,10,6.5,1.25,9,-1,-1
SPAIN,LALIGA,17/18,2017/10/29,Home,Malaga,2,Celta,1,NotFavourite,Win,3,3.1,3.39,2.29,2.1,-1,-1
SPAIN,LALIGA,17/18,2017/10/29,Away,Levante,2,Eibar,2,NotFavourite,Draw,4,4.2,3.39,1.95,-1,2.39,-1
SPAIN,LALIGA,17/18,2017/10/29,Away,Sociedad,1,Getafe,2,NotFavourite,Lose,3,2.87,3.39,2.45,-1,-1,1.45
SPAIN,LALIGA,17/18,2017/10/29,Away,Real Madrid,1,Girona,2,Favourite,Lose,3,1.25,6.5,10,-1,-1,9
SPAIN,LALIGA,17/18,2017/10/29,Away,Celta,1,Malaga,2,Favourite,Lose,3,2.29,3.39,3.1,-1,-1,2.1
GERMANY,BUND,17/18,2017/10/29,Home,Stuttgart,3,Freiburg,0,Favourite,Win,3,1.83,3.5,4.5,0.83,-1,-1
GERMANY,BUND,17/18,2017/10/29,Home,Werder Bremen,0,Augsburg,3,Favourite,Lose,3,2.29,3.29,3.2,-1,-1,2.2
GERMANY,BUND,17/18,2017/10/29,Away,Freiburg,0,Stuttgart,3,NotFavourite,Lose,3,4.5,3.5,1.83,-1,-1,0.83
GERMANY,BUND,17/18,2017/10/29,Away,Augsburg,3,Werder Bremen,0,NotFavourite,Win,3,3.2,3.29,2.29,2.2,-1,-1
ITALY,SERIAA,17/18,2017/10/28,Home,Milan,0,Juventus,2,NotFavourite,Lose,2,4.2,3.5,1.9,-1,-1,0.9
ITALY,SERIAA,17/18,2017/10/28,Home,Roma,1,Bologna,0,Favourite,Win,1,1.28,5.75,10,0.28,-1,-1
ITALY,SERIAA,17/18,2017/10/28,Away,Juventus,2,Milan,0,Favourite,Win,2,1.9,3.5,4.2,0.9,-1,-1
ITALY,SERIAA,17/18,2017/10/28,Away,Bologna,0,Roma,1,NotFavourite,Lose,1,10,5.75,1.28,-1,-1,0.28
SPAIN,LALIGA,17/18,2017/10/28,Home,Alaves,1,Valencia,2,NotFavourite,Lose,3,6,3.75,1.6,-1,-1,0.6
SPAIN,LALIGA,17/18,2017/10/28,Home,Ath Bilbao,0,Barcelona,2,NotFavourite,Lose,2,7,4.5,1.44,-1,-1,0.44
SPAIN,LALIGA,17/18,2017/10/28,Home,Ath Madrid,1,Villarreal,1,Favourite,Draw,2,1.5,4,7.5,-1,3,-1
SPAIN,LALIGA,17/18,2017/10/28,Home,Sevilla,2,Leganes,1,Favourite,Win,3,1.61,3.75,6,0.61,-1,-1
SPAIN,LALIGA,17/18,2017/10/28,Away,Valencia,2,Alaves,1,Favourite,Win,3,1.6,3.75,6,0.6,-1,-1
SPAIN,LALIGA,17/18,2017/10/28,Away,Barcelona,2,Ath Bilbao,0,Favourite,Win,2,1.44,4.5,7,0.44,-1,-1
SPAIN,LALIGA,17/18,2017/10/28,Away,Villarreal,1,Ath Madrid,1,NotFavourite,Draw,2,7.5,4,1.5,-1,3,-1
SPAIN,LALIGA,17/18,2017/10/28,Away,Leganes,1,Sevilla,2,NotFavourite,Lose,3,6,3.75,1.61,-1,-1,0.61
GERMANY,BUND,17/18,2017/10/28,Home,Bayern Munich,2,RB Leipzig,0,Favourite,Win,2,1.33,5.5,8.5,0.33,-1,-1
GERMANY,BUND,17/18,2017/10/28,Home,Hannover,4,Dortmund,2,NotFavourite,Win,6,5.5,4.2,1.57,4.5,-1,-1
GERMANY,BUND,17/18,2017/10/28,Home,Hertha,2,Hamburg,1,Favourite,Win,3,1.9,3.39,4.33,0.9,-1,-1
GERMANY,BUND,17/18,2017/10/28,Home,Hoffenheim,1,M'gladbach,3,Favourite,Lose,4,2.04,3.6,3.5,-1,-1,2.5
GERMANY,BUND,17/18,2017/10/28,Home,Leverkusen,2,FC Koln,1,Favourite,Win,3,1.33,5.25,9,0.33,-1,-1
GERMANY,BUND,17/18,2017/10/28,Home,Schalke 04,1,Wolfsburg,1,Favourite,Draw,2,1.75,3.6,5,-1,2.6,-1
GERMANY,BUND,17/18,2017/10/28,Away,RB Leipzig,0,Bayern Munich,2,NotFavourite,Lose,2,8.5,5.5,1.33,-1,-1,0.33
GERMANY,BUND,17/18,2017/10/28,Away,Dortmund,2,Hannover,4,Favourite,Lose,6,1.57,4.2,5.5,-1,-1,4.5
GERMANY,BUND,17/18,2017/10/28,Away,Hamburg,1,Hertha,2,NotFavourite,Lose,3,4.33,3.39,1.9,-1,-1,0.9
GERMANY,BUND,17/18,2017/10/28,Away,M'gladbach,3,Hoffenheim,1,NotFavourite,Win,4,3.5,3.6,2.04,2.5,-1,-1
GERMANY,BUND,17/18,2017/10/28,Away,FC Koln,1,Leverkusen,2,NotFavourite,Lose,3,9,5.25,1.33,-1,-1,0.33
GERMANY,BUND,17/18,2017/10/28,Away,Wolfsburg,1,Schalke 04,1,NotFavourite,Draw,2,5,3.6,1.75,-1,2.6,-1
GERMANY,BUND,17/18,2017/10/27,Home,Mainz,1,Ein Frankfurt,1,NotFavourite,Draw,2,2.79,3.2,2.54,-1,2.2,-1
GERMANY,BUND,17/18,2017/10/27,Away,Ein Frankfurt,1,Mainz,1,Favourite,Draw,2,2.54,3.2,2.79,-1,2.2,-1
ITALY,SERIAA,17/18,2017/10/25,Home,Atalanta,3,Verona,0,Favourite,Win,3,1.36,5,8.5,0.36,-1,-1
ITALY,SERIAA,17/18,2017/10/25,Home,Bologna,1,Lazio,2,NotFavourite,Lose,3,5.25,3.75,1.7,-1,-1,0.7
ITALY,SERIAA,17/18,2017/10/25,Home,Cagliari,2,Benevento,1,Favourite,Win,3,1.44,4.5,7.5,0.44,-1,-1
ITALY,SERIAA,17/18,2017/10/25,Home,Chievo,1,Milan,4,NotFavourite,Lose,5,3.6,3.25,2.14,-1,-1,1.14
ITALY,SERIAA,17/18,2017/10/25,Home,Fiorentina,3,Torino,0,Favourite,Win,3,1.85,3.79,4,0.85,-1,-1
ITALY,SERIAA,17/18,2017/10/25,Home,Genoa,2,Napoli,3,NotFavourite,Lose,5,9,5.25,1.33,-1,-1,0.33
ITALY,SERIAA,17/18,2017/10/25,Home,Juventus,4,Spal,1,Favourite,Win,5,1.12,9,21,0.12,-1,-1
ITALY,SERIAA,17/18,2017/10/25,Home,Roma,1,Crotone,0,Favourite,Win,1,1.16,8,15,0.16,-1,-1
ITALY,SERIAA,17/18,2017/10/25,Home,Sassuolo,0,Udinese,1,Favourite,Lose,1,2,3.5,3.75,-1,-1,2.75
ITALY,SERIAA,17/18,2017/10/25,Away,Verona,0,Atalanta,3,NotFavourite,Lose,3,8.5,5,1.36,-1,-1,0.36
ITALY,SERIAA,17/18,2017/10/25,Away,Lazio,2,Bologna,1,Favourite,Win,3,1.7,3.75,5.25,0.7,-1,-1
ITALY,SERIAA,17/18,2017/10/25,Away,Benevento,1,Cagliari,2,NotFavourite,Lose,3,7.5,4.5,1.44,-1,-1,0.44
ITALY,SERIAA,17/18,2017/10/25,Away,Milan,4,Chievo,1,Favourite,Win,5,2.14,3.25,3.6,1.14,-1,-1
ITALY,SERIAA,17/18,2017/10/25,Away,Torino,0,Fiorentina,3,NotFavourite,Lose,3,4,3.79,1.85,-1,-1,0.85
ITALY,SERIAA,17/18,2017/10/25,Away,Napoli,3,Genoa,2,Favourite,Win,5,1.33,5.25,9,0.33,-1,-1
ITALY,SERIAA,17/18,2017/10/25,Away,Spal,1,Juventus,4,NotFavourite,Lose,5,21,9,1.12,-1,-1,0.12
ITALY,SERIAA,17/18,2017/10/25,Away,Crotone,0,Roma,1,NotFavourite,Lose,1,15,8,1.16,-1,-1,0.16
ITALY,SERIAA,17/18,2017/10/25,Away,Udinese,1,Sassuolo,0,NotFavourite,Win,1,3.75,3.5,2,2.75,-1,-1
ITALY,SERIAA,17/18,2017/10/24,Home,Inter,3,Sampdoria,2,Favourite,Win,5,1.44,4.75,7,0.44,-1,-1
ITALY,SERIAA,17/18,2017/10/24,Away,Sampdoria,2,Inter,3,NotFavourite,Lose,5,7,4.75,1.44,-1,-1,0.44
SPAIN,LALIGA,17/18,2017/10/23,Home,La Coruna,1,Girona,2,Favourite,Lose,3,2.04,3.29,3.79,-1,-1,2.79
SPAIN,LALIGA,17/18,2017/10/23,Home,Sociedad,1,Espanol,1,Favourite,Draw,2,1.85,3.79,4,-1,2.79,-1
SPAIN,LALIGA,17/18,2017/10/23,Away,Girona,2,La Coruna,1,NotFavourite,Win,3,3.79,3.29,2.04,2.79,-1,-1
SPAIN,LALIGA,17/18,2017/10/23,Away,Espanol,1,Sociedad,1,NotFavourite,Draw,2,4,3.79,1.85,-1,2.79,-1
ITALY,SERIAA,17/18,2017/10/22,Home,Atalanta,1,Bologna,0,Favourite,Win,1,1.6,3.75,6.5,0.6,-1,-1
ITALY,SERIAA,17/18,2017/10/22,Home,Benevento,0,Fiorentina,3,NotFavourite,Lose,3,6,3.79,1.57,-1,-1,0.57
ITALY,SERIAA,17/18,2017/10/22,Home,Chievo,3,Verona,2,Favourite,Win,5,1.9,3.39,4.33,0.9,-1,-1
ITALY,SERIAA,17/18,2017/10/22,Home,Lazio,3,Cagliari,0,Favourite,Win,3,1.28,6,9,0.28,-1,-1
ITALY,SERIAA,17/18,2017/10/22,Home,Milan,0,Genoa,0,Favourite,Draw,0,1.44,4.33,8,-1,3.33,-1
ITALY,SERIAA,17/18,2017/10/22,Home,Spal,0,Sassuolo,1,Favourite,Lose,1,2.6,3.29,2.75,-1,-1,1.75
ITALY,SERIAA,17/18,2017/10/22,Home,Torino,0,Roma,1,NotFavourite,Lose,1,3.75,3.6,1.95,-1,-1,0.95
ITALY,SERIAA,17/18,2017/10/22,Home,Udinese,2,Juventus,6,NotFavourite,Lose,8,7.5,4.5,1.44,-1,-1,0.44
ITALY,SERIAA,17/18,2017/10/22,Away,Bologna,0,Atalanta,1,NotFavourite,Lose,1,6.5,3.75,1.6,-1,-1,0.6
ITALY,SERIAA,17/18,2017/10/22,Away,Fiorentina,3,Benevento,0,Favourite,Win,3,1.57,3.79,6,0.57,-1,-1
ITALY,SERIAA,17/18,2017/10/22,Away,Verona,2,Chievo,3,NotFavourite,Lose,5,4.33,3.39,1.9,-1,-1,0.9
ITALY,SERIAA,17/18,2017/10/22,Away,Cagliari,0,Lazio,3,NotFavourite,Lose,3,9,6,1.28,-1,-1,0.28
ITALY,SERIAA,17/18,2017/10/22,Away,Genoa,0,Milan,0,NotFavourite,Draw,0,8,4.33,1.44,-1,3.33,-1
ITALY,SERIAA,17/18,2017/10/22,Away,Sassuolo,1,Spal,0,NotFavourite,Win,1,2.75,3.29,2.6,1.75,-1,-1
ITALY,SERIAA,17/18,2017/10/22,Away,Roma,1,Torino,0,Favourite,Win,1,1.95,3.6,3.75,0.95,-1,-1
ITALY,SERIAA,17/18,2017/10/22,Away,Juventus,6,Udinese,2,Favourite,Win,8,1.44,4.5,7.5,0.44,-1,-1
SPAIN,LALIGA,17/18,2017/10/22,Home,Celta,0,Ath Madrid,1,NotFavourite,Lose,1,4.2,3.39,1.95,-1,-1,0.95
SPAIN,LALIGA,17/18,2017/10/22,Home,Leganes,1,Ath Bilbao,0,Favourite,Win,1,2.37,3.1,3.29,1.37,-1,-1
SPAIN,LALIGA,17/18,2017/10/22,Home,Real Madrid,3,Eibar,0,Favourite,Win,3,1.09,11,23,0.09,-1,-1
SPAIN,LALIGA,17/18,2017/10/22,Home,Villarreal,4,Las Palmas,0,Favourite,Win,4,1.5,4.2,7,0.5,-1,-1
SPAIN,LALIGA,17/18,2017/10/22,Away,Ath Madrid,1,Celta,0,Favourite,Win,1,1.95,3.39,4.2,0.95,-1,-1
SPAIN,LALIGA,17/18,2017/10/22,Away,Ath Bilbao,0,Leganes,1,NotFavourite,Lose,1,3.29,3.1,2.37,-1,-1,1.37
SPAIN,LALIGA,17/18,2017/10/22,Away,Eibar,0,Real Madrid,3,NotFavourite,Lose,3,23,11,1.09,-1,-1,0.09
SPAIN,LALIGA,17/18,2017/10/22,Away,Las Palmas,0,Villarreal,4,NotFavourite,Lose,4,7,4.2,1.5,-1,-1,0.5
GERMANY,BUND,17/18,2017/10/22,Home,FC Koln,0,Werder Bremen,0,Favourite,Draw,0,2.39,3.29,3,-1,2.29,-1
GERMANY,BUND,17/18,2017/10/22,Home,Freiburg,1,Hertha,1,Favourite,Draw,2,2.54,3.29,2.79,-1,2.29,-1
GERMANY,BUND,17/18,2017/10/22,Home,Wolfsburg,1,Hoffenheim,1,Favourite,Draw,2,2.5,3.39,2.79,-1,2.39,-1
GERMANY,BUND,17/18,2017/10/22,Away,Werder Bremen,0,FC Koln,0,NotFavourite,Draw,0,3,3.29,2.39,-1,2.29,-1
GERMANY,BUND,17/18,2017/10/22,Away,Hertha,1,Freiburg,1,NotFavourite,Draw,2,2.79,3.29,2.54,-1,2.29,-1
GERMANY,BUND,17/18,2017/10/22,Away,Hoffenheim,1,Wolfsburg,1,NotFavourite,Draw,2,2.79,3.39,2.5,-1,2.39,-1
ITALY,SERIAA,17/18,2017/10/21,Home,Napoli,0,Inter,0,Favourite,Draw,0,1.61,4.2,5,-1,3.2,-1
