Country,League,Season,Date,Team,Homeoraway,TeamOdds,TeamScore,Opponent,OpponentOdds,OpponentScore,Result,Favourite,TotalScorePred,TotalScore,ResultBetWin,ResultBetLose,TotalfromPred,TeamWinPred,TeamScorePred,ScoredfromPred,OpponentWinPred,OpponentScorePred,ReceivedfromPred
USA,NBA,20/21,2021/01/01,Brooklyn Nets,Home,1.4,96,Atlanta Hawks,3.08,114,Lose,Favourite,230,210,-1,2.08,-20,66%,118,-22,34%,112,2
USA,NBA,20/21,2021/01/01,Detroit Pistons,Home,4.05,96,Boston Celtics,1.26,93,Win,NotFavourite,222,189,3.05,-1,-33,41%,109,-13,59%,113,-20
USA,NBA,20/21,2021/01/01,Milwaukee Bucks,Home,1.07,126,Chicago Bulls,9.07,96,Win,Favourite,228,222,0.07,-1,-6,88%,122,4,12%,106,-10
USA,NBA,20/21,2021/01/01,Utah Jazz,Home,2.37,106,Los Angeles Clippers,1.62,100,Win,NotFavourite,222,206,1.37,-1,-16,42%,109,-3,58%,113,-13
USA,NBA,20/21,2021/01/01,San Antonio Spurs,Home,3.63,103,Los Angeles Lakers,1.3,109,Lose,NotFavourite,233,212,-1,0.3,-21,50%,117,-14,50%,116,-7
USA,NBA,20/21,2021/01/01,Charlotte Hornets,Home,1.54,93,Memphis Grizzlies,2.59,108,Lose,Favourite,226,201,-1,1.59,-25,55%,114,-21,45%,112,-4
USA,NBA,20/21,2021/01/01,Dallas Mavericks,Home,2.06,93,Miami Heat,1.81,83,Win,NotFavourite,226,176,1.06,-1,-50,40%,111,-18,60%,115,-32
USA,NBA,20/21,2021/01/01,Denver Nuggets,Home,1.62,103,Phoenix Suns,2.37,106,Lose,Favourite,223,209,-1,1.37,-14,49%,111,-8,51%,112,-6
USA,NBA,20/21,2021/01/01,Golden State Warriors,Home,2.39,98,Portland Trail Blazers,1.61,123,Lose,NotFavourite,233,221,-1,0.61,-12,37%,114,-16,63%,119,4
USA,NBA,20/21,2021/01/01,Minnesota Timberwolves,Home,1.93,109,Washington Wizards,1.91,130,Lose,NotFavourite,231,239,-1,0.91,8,68%,119,-10,32%,112,18
USA,NBA,20/21,2021/01/02,Charlotte Hornets,Away,4.81,112,Philadelphia 76ers,1.2,127,Lose,NotFavourite,215,239,-1,0.2,24,28%,104,8,72%,111,16
USA,NBA,20/21,2021/01/02,Cleveland Cavaliers,Away,2.88,96,Atlanta Hawks,1.44,91,Win,NotFavourite,236,187,1.88,-1,-49,34%,115,-19,66%,121,-30
USA,NBA,20/21,2021/01/02,New York Knicks,Away,4.51,106,Indiana Pacers,1.22,102,Win,NotFavourite,220,208,3.51,-1,-12,20%,105,1,80%,115,-13
USA,NBA,20/21,2021/01/02,Oklahoma City Thunder,Away,2.64,108,Orlando Magic,1.52,99,Win,NotFavourite,222,207,1.64,-1,-15,40%,109,-1,60%,113,-14
USA,NBA,20/21,2021/01/02,Sacramento Kings,Away,1.91,94,Houston Rockets,2,102,Lose,Favourite,231,196,-1,1,-35,42%,114,-20,58%,117,-15
USA,NBA,20/21,2021/01/02,Toronto Raptors,Away,1.87,116,New Orleans Pelicans,1.96,120,Lose,Favourite,220,236,-1,0.96,16,41%,108,8,59%,112,8
USA,NBA,20/21,2021/01/02,Philadelphia 76ers,Home,1.2,127,Charlotte Hornets,4.81,112,Win,Favourite,215,239,0.2,-1,24,72%,111,16,28%,104,8
USA,NBA,20/21,2021/01/02,Atlanta Hawks,Home,1.44,91,Cleveland Cavaliers,2.88,96,Lose,Favourite,236,187,-1,1.88,-49,66%,121,-30,34%,115,-19
USA,NBA,20/21,2021/01/02,Indiana Pacers,Home,1.22,102,New York Knicks,4.51,106,Lose,Favourite,220,208,-1,3.51,-12,80%,115,-13,20%,105,1
USA,NBA,20/21,2021/01/02,Orlando Magic,Home,1.52,99,Oklahoma City Thunder,2.64,108,Lose,Favourite,222,207,-1,1.64,-15,60%,113,-14,40%,109,-1
USA,NBA,20/21,2021/01/02,Houston Rockets,Home,2,102,Sacramento Kings,1.91,94,Win,NotFavourite,231,196,1,-1,-35,58%,117,-15,42%,114,-20
USA,NBA,20/21,2021/01/02,New Orleans Pelicans,Home,1.96,120,Toronto Raptors,1.87,116,Win,NotFavourite,220,236,0.96,-1,16,59%,112,8,41%,108,8
USA,NBA,20/21,2021/01/03,Boston Celtics,Away,1.28,122,Detroit Pistons,3.84,120,Win,Favourite,222,242,0.28,-1,20,59%,113,9,41%,109,11
USA,NBA,20/21,2021/01/03,Dallas Mavericks,Away,1.57,108,Chicago Bulls,2.5,118,Lose,Favourite,229,226,-1,1.5,-3,63%,117,-9,37%,112,6
USA,NBA,20/21,2021/01/03,Denver Nuggets,Away,1.26,124,Minnesota Timberwolves,4.05,109,Win,Favourite,227,233,0.26,-1,6,38%,111,13,62%,116,-7
USA,NBA,20/21,2021/01/03,Los Angeles Clippers,Away,1.64,112,Phoenix Suns,2.32,107,Win,Favourite,219,219,0.64,-1,0,63%,112,0,37%,107,0
USA,NBA,20/21,2021/01/03,Los Angeles Lakers,Away,1.2,108,Memphis Grizzlies,4.78,94,Win,Favourite,230,202,0.2,-1,-28,65%,118,-10,35%,112,-18
USA,NBA,20/21,2021/01/03,Portland Trail Blazers,Away,1.52,122,Golden State Warriors,2.64,137,Lose,Favourite,233,259,-1,1.64,26,63%,119,3,37%,114,23
USA,NBA,20/21,2021/01/03,Utah Jazz,Away,1.45,130,San Antonio Spurs,2.83,109,Win,Favourite,230,239,0.45,-1,9,45%,114,16,55%,116,-7
USA,NBA,20/21,2021/01/03,Washington Wizards,Away,3.58,123,Brooklyn Nets,1.31,122,Win,NotFavourite,231,245,2.58,-1,14,20%,110,13,80%,121,1
USA,NBA,20/21,2021/01/03,Detroit Pistons,Home,3.84,120,Boston Celtics,1.28,122,Lose,NotFavourite,222,242,-1,0.28,20,41%,109,11,59%,113,9
USA,NBA,20/21,2021/01/03,Chicago Bulls,Home,2.5,118,Dallas Mavericks,1.57,108,Win,NotFavourite,229,226,1.5,-1,-3,37%,112,6,63%,117,-9
USA,NBA,20/21,2021/01/03,Minnesota Timberwolves,Home,4.05,109,Denver Nuggets,1.26,124,Lose,NotFavourite,227,233,-1,0.26,6,62%,116,-7,38%,111,13
USA,NBA,20/21,2021/01/03,Phoenix Suns,Home,2.32,107,Los Angeles Clippers,1.64,112,Lose,NotFavourite,219,219,-1,0.64,0,37%,107,0,63%,112,0
USA,NBA,20/21,2021/01/03,Memphis Grizzlies,Home,4.78,94,Los Angeles Lakers,1.2,108,Lose,NotFavourite,230,202,-1,0.2,-28,35%,112,-18,65%,118,-10
USA,NBA,20/21,2021/01/03,Golden State Warriors,Home,2.64,137,Portland Trail Blazers,1.52,122,Win,NotFavourite,233,259,1.64,-1,26,37%,114,23,63%,119,3
USA,NBA,20/21,2021/01/03,San Antonio Spurs,Home,2.83,109,Utah Jazz,1.45,130,Lose,NotFavourite,230,239,-1,0.45,9,55%,116,-7,45%,114,16
USA,NBA,20/21,2021/01/03,Brooklyn Nets,Home,1.31,122,Washington Wizards,3.58,123,Lose,Favourite,231,245,-1,2.58,14,80%,121,1,20%,110,13
USA,NBA,20/21,2021/01/04,Boston Celtics,Away,2.97,126,Toronto Raptors,1.42,114,Win,NotFavourite,217,240,1.97,-1,23,56%,110,16,44%,107,7
USA,NBA,20/21,2021/01/04,Charlotte Hornets,Away,3.86,101,Philadelphia 76ers,1.28,118,Lose,NotFavourite,215,219,-1,0.28,4,29%,104,-3,71%,111,7
USA,NBA,20/21,2021/01/04,Cleveland Cavaliers,Away,2.86,83,Orlando Magic,1.44,103,Lose,NotFavourite,220,186,-1,0.44,-34,47%,109,-26,53%,111,-8
USA,NBA,20/21,2021/01/04,Dallas Mavericks,Away,2.42,113,Houston Rockets,1.6,100,Win,NotFavourite,225,213,1.42,-1,-12,50%,113,0,50%,112,-12
USA,NBA,20/21,2021/01/04,Detroit Pistons,Away,11.38,115,Milwaukee Bucks,1.05,125,Lose,NotFavourite,229,240,-1,0.05,11,16%,108,7,84%,121,4
USA,NBA,20/21,2021/01/04,Indiana Pacers,Away,2.08,118,New Orleans Pelicans,1.79,116,Win,NotFavourite,218,234,1.08,-1,16,55%,110,8,45%,108,8
USA,NBA,20/21,2021/01/04,New York Knicks,Away,3.42,113,Atlanta Hawks,1.33,108,Win,NotFavourite,219,221,2.42,-1,2,36%,107,6,64%,112,-4
USA,NBA,20/21,2021/01/04,Oklahoma City Thunder,Away,4.39,90,Miami Heat,1.23,118,Lose,NotFavourite,213,208,-1,0.23,-5,37%,104,-14,63%,109,9
USA,NBA,20/21,2021/01/04,Sacramento Kings,Away,1.83,106,Golden State Warriors,2.02,137,Lose,Favourite,231,243,-1,1.02,12,69%,119,-13,31%,112,25
USA,NBA,20/21,2021/01/04,Toronto Raptors,Home,1.42,114,Boston Celtics,2.97,126,Lose,Favourite,217,240,-1,1.97,23,44%,107,7,56%,110,16
USA,NBA,20/21,2021/01/04,Philadelphia 76ers,Home,1.28,118,Charlotte Hornets,3.86,101,Win,Favourite,215,219,0.28,-1,4,71%,111,7,29%,104,-3
USA,NBA,20/21,2021/01/04,Orlando Magic,Home,1.44,103,Cleveland Cavaliers,2.86,83,Win,Favourite,220,186,0.44,-1,-34,53%,111,-8,47%,109,-26
USA,NBA,20/21,2021/01/04,Houston Rockets,Home,1.6,100,Dallas Mavericks,2.42,113,Lose,Favourite,225,213,-1,1.42,-12,50%,112,-12,50%,113,0
USA,NBA,20/21,2021/01/04,Milwaukee Bucks,Home,1.05,125,Detroit Pistons,11.38,115,Win,Favourite,229,240,0.05,-1,11,84%,121,4,16%,108,7
USA,NBA,20/21,2021/01/04,New Orleans Pelicans,Home,1.79,116,Indiana Pacers,2.08,118,Lose,Favourite,218,234,-1,1.08,16,45%,108,8,55%,110,8
USA,NBA,20/21,2021/01/04,Atlanta Hawks,Home,1.33,108,New York Knicks,3.42,113,Lose,Favourite,219,221,-1,2.42,2,64%,112,-4,36%,107,6
USA,NBA,20/21,2021/01/04,Miami Heat,Home,1.23,118,Oklahoma City Thunder,4.39,90,Win,Favourite,213,208,0.23,-1,-5,63%,109,9,37%,104,-14
USA,NBA,20/21,2021/01/04,Golden State Warriors,Home,2.02,137,Sacramento Kings,1.83,106,Win,NotFavourite,231,243,1.02,-1,12,31%,112,25,69%,119,-13
USA,NBA,20/21,2021/01/05,Chicago Bulls,Away,4.53,111,Portland Trail Blazers,1.22,108,Win,NotFavourite,235,219,3.53,-1,-16,38%,115,-4,62%,120,-12
USA,NBA,20/21,2021/01/05,Los Angeles Lakers,Away,1.22,94,Memphis Grizzlies,4.52,92,Win,Favourite,220,186,0.22,-1,-34,72%,114,-20,28%,106,-14
USA,NBA,20/21,2021/01/05,Minnesota Timberwolves,Away,5.68,116,Denver Nuggets,1.16,123,Lose,NotFavourite,230,239,-1,0.16,9,23%,110,6,77%,120,3
USA,NBA,20/21,2021/01/05,San Antonio Spurs,Away,3.51,116,Los Angeles Clippers,1.32,113,Win,NotFavourite,226,229,2.51,-1,3,27%,109,7,73%,117,-4
USA,NBA,20/21,2021/01/05,Utah Jazz,Away,1.54,96,Brooklyn Nets,2.56,130,Lose,Favourite,223,226,-1,1.56,3,52%,112,-16,48%,111,19
USA,NBA,20/21,2021/01/05,Portland Trail Blazers,Home,1.22,108,Chicago Bulls,4.53,111,Lose,Favourite,235,219,-1,3.53,-16,62%,120,-12,38%,115,-4
USA,NBA,20/21,2021/01/05,Memphis Grizzlies,Home,4.52,92,Los Angeles Lakers,1.22,94,Lose,NotFavourite,220,186,-1,0.22,-34,28%,106,-14,72%,114,-20
USA,NBA,20/21,2021/01/05,Denver Nuggets,Home,1.16,123,Minnesota Timberwolves,5.68,116,Win,Favourite,230,239,0.16,-1,9,77%,120,3,23%,110,6
USA,NBA,20/21,2021/01/05,Los Angeles Clippers,Home,1.32,113,San Antonio Spurs,3.51,116,Lose,Favourite,226,229,-1,2.51,3,73%,117,-4,27%,109,7
USA,NBA,20/21,2021/01/05,Brooklyn Nets,Home,2.56,130,Utah Jazz,1.54,96,Win,NotFavourite,223,226,1.56,-1,3,48%,111,19,52%,112,-16
USA,NBA,20/21,2021/01/06,Boston Celtics,Away,2.21,107,Miami Heat,1.7,105,Win,NotFavourite,216,212,1.21,-1,-4,54%,109,-2,46%,107,-2
USA,NBA,20/21,2021/01/06,Charlotte Hornets,Away,2.96,102,Atlanta Hawks,1.42,94,Win,NotFavourite,226,196,1.96,-1,-30,33%,110,-8,67%,116,-22
USA,NBA,20/21,2021/01/06,Chicago Bulls,Away,3.32,124,Sacramento Kings,1.35,128,Lose,NotFavourite,230,252,-1,0.35,22,33%,112,12,67%,118,10
USA,NBA,20/21,2021/01/06,Cleveland Cavaliers,Away,2.74,94,Orlando Magic,1.48,105,Lose,NotFavourite,220,199,-1,0.48,-21,47%,109,-15,53%,111,-6
USA,NBA,20/21,2021/01/06,Detroit Pistons,Away,6.54,115,Milwaukee Bucks,1.12,130,Lose,NotFavourite,229,245,-1,0.12,16,16%,108,7,84%,121,9
USA,NBA,20/21,2021/01/06,Houston Rockets,Away,2.22,107,Indiana Pacers,1.7,114,Lose,NotFavourite,224,221,-1,0.7,-3,35%,109,-2,65%,115,-1
USA,NBA,20/21,2021/01/06,Los Angeles Clippers,Away,1.47,108,Golden State Warriors,2.78,101,Win,Favourite,226,209,0.47,-1,-17,82%,119,-11,18%,107,-6
USA,NBA,20/21,2021/01/06,Oklahoma City Thunder,Away,3.78,111,New Orleans Pelicans,1.29,110,Win,NotFavourite,213,221,2.78,-1,8,37%,104,7,63%,109,1
USA,NBA,20/21,2021/01/06,Toronto Raptors,Away,2.28,115,Phoenix Suns,1.66,123,Lose,NotFavourite,208,238,-1,0.66,30,31%,101,14,69%,107,16
USA,NBA,20/21,2021/01/06,Utah Jazz,Away,1.31,100,New York Knicks,3.59,112,Lose,Favourite,212,212,-1,2.59,0,60%,108,-8,40%,104,8
USA,NBA,20/21,2021/01/06,Washington Wizards,Away,3.18,136,Philadelphia 76ers,1.38,141,Lose,NotFavourite,226,277,-1,0.38,51,28%,109,27,72%,117,24
USA,NBA,20/21,2021/01/06,Miami Heat,Home,1.7,105,Boston Celtics,2.21,107,Lose,Favourite,216,212,-1,1.21,-4,46%,107,-2,54%,109,-2
USA,NBA,20/21,2021/01/06,Atlanta Hawks,Home,1.42,94,Charlotte Hornets,2.96,102,Lose,Favourite,226,196,-1,1.96,-30,67%,116,-22,33%,110,-8
USA,NBA,20/21,2021/01/06,Sacramento Kings,Home,1.35,128,Chicago Bulls,3.32,124,Win,Favourite,230,252,0.35,-1,22,67%,118,10,33%,112,12
USA,NBA,20/21,2021/01/06,Orlando Magic,Home,1.48,105,Cleveland Cavaliers,2.74,94,Win,Favourite,220,199,0.48,-1,-21,53%,111,-6,47%,109,-15
USA,NBA,20/21,2021/01/06,Milwaukee Bucks,Home,1.12,130,Detroit Pistons,6.54,115,Win,Favourite,229,245,0.12,-1,16,84%,121,9,16%,108,7
USA,NBA,20/21,2021/01/06,Indiana Pacers,Home,1.7,114,Houston Rockets,2.22,107,Win,Favourite,224,221,0.7,-1,-3,65%,115,-1,35%,109,-2
USA,NBA,20/21,2021/01/06,Golden State Warriors,Home,2.78,101,Los Angeles Clippers,1.47,108,Lose,NotFavourite,226,209,-1,0.47,-17,18%,107,-6,82%,119,-11
USA,NBA,20/21,2021/01/06,New Orleans Pelicans,Home,1.29,110,Oklahoma City Thunder,3.78,111,Lose,Favourite,213,221,-1,2.78,8,63%,109,1,37%,104,7
USA,NBA,20/21,2021/01/06,Phoenix Suns,Home,1.66,123,Toronto Raptors,2.28,115,Win,Favourite,208,238,0.66,-1,30,69%,107,16,31%,101,14
USA,NBA,20/21,2021/01/06,New York Knicks,Home,3.59,112,Utah Jazz,1.31,100,Win,NotFavourite,212,212,2.59,-1,0,40%,104,8,60%,108,-8
USA,NBA,20/21,2021/01/06,Philadelphia 76ers,Home,1.38,141,Washington Wizards,3.18,136,Win,Favourite,226,277,0.38,-1,51,72%,117,24,28%,109,27
USA,NBA,20/21,2021/01/07,Cleveland Cavaliers,Away,2.8,94,Memphis Grizzlies,1.47,90,Win,NotFavourite,220,184,1.8,-1,-36,52%,111,-17,48%,109,-19
USA,NBA,20/21,2021/01/07,Dallas Mavericks,Away,2.2,124,Denver Nuggets,1.71,117,Win,NotFavourite,226,241,1.2,-1,15,45%,112,12,55%,114,3
USA,NBA,20/21,2021/01/07,Minnesota Timberwolves,Away,4.87,117,Portland Trail Blazers,1.2,135,Lose,NotFavourite,233,252,-1,0.2,19,30%,113,4,70%,120,15
USA,NBA,20/21,2021/01/07,Philadelphia 76ers,Away,1.56,109,Brooklyn Nets,2.56,122,Lose,Favourite,221,231,-1,1.56,10,56%,112,-3,44%,109,13
USA,NBA,20/21,2021/01/07,San Antonio Spurs,Away,4.24,118,Los Angeles Lakers,1.24,109,Win,NotFavourite,224,227,3.24,-1,3,26%,108,10,74%,116,-7
USA,NBA,20/21,2021/01/07,Memphis Grizzlies,Home,1.47,90,Cleveland Cavaliers,2.8,94,Lose,Favourite,220,184,-1,1.8,-36,48%,109,-19,52%,111,-17
USA,NBA,20/21,2021/01/07,Denver Nuggets,Home,1.71,117,Dallas Mavericks,2.2,124,Lose,Favourite,226,241,-1,1.2,15,55%,114,3,45%,112,12
USA,NBA,20/21,2021/01/07,Portland Trail Blazers,Home,1.2,135,Minnesota Timberwolves,4.87,117,Win,Favourite,233,252,0.2,-1,19,70%,120,15,30%,113,4
USA,NBA,20/21,2021/01/07,Brooklyn Nets,Home,2.56,122,Philadelphia 76ers,1.56,109,Win,NotFavourite,221,231,1.56,-1,10,44%,109,13,56%,112,-3
USA,NBA,20/21,2021/01/07,Los Angeles Lakers,Home,1.24,109,San Antonio Spurs,4.24,118,Lose,Favourite,224,227,-1,3.24,3,74%,116,-7,26%,108,10
USA,NBA,20/21,2021/01/08,Brooklyn Nets,Away,1.88,110,Memphis Grizzlies,1.96,115,Lose,Favourite,228,225,-1,0.96,-3,58%,116,-6,42%,112,3
USA,NBA,20/21,2021/01/08,Charlotte Hornets,Away,3.37,118,New Orleans Pelicans,1.35,110,Win,NotFavourite,217,228,2.37,-1,11,37%,106,12,63%,111,-1
USA,NBA,20/21,2021/01/08,Chicago Bulls,Away,4.04,115,Los Angeles Lakers,1.26,117,Lose,NotFavourite,222,232,-1,0.26,10,18%,105,10,82%,117,0
USA,NBA,20/21,2021/01/08,Los Angeles Clippers,Away,1.38,105,Golden State Warriors,3.15,115,Lose,Favourite,226,220,-1,2.15,-6,82%,119,-14,18%,107,8
USA,NBA,20/21,2021/01/08,Oklahoma City Thunder,Away,2.29,101,New York Knicks,1.66,89,Win,NotFavourite,207,190,1.29,-1,-17,43%,102,-1,57%,105,-16
USA,NBA,20/21,2021/01/08,Orlando Magic,Away,3.33,90,Houston Rockets,1.35,132,Lose,NotFavourite,225,222,-1,0.35,-3,50%,112,-22,50%,113,19
USA,NBA,20/21,2021/01/08,Phoenix Suns,Away,1.31,105,Detroit Pistons,3.63,110,Lose,Favourite,214,215,-1,2.63,1,79%,112,-7,21%,102,8
USA,NBA,20/21,2021/01/08,Toronto Raptors,Away,1.9,144,Sacramento Kings,1.95,123,Win,Favourite,221,267,0.9,-1,46,50%,111,33,50%,110,13
USA,NBA,20/21,2021/01/08,Utah Jazz,Away,3.01,131,Milwaukee Bucks,1.42,118,Win,NotFavourite,226,249,2.01,-1,23,33%,110,21,67%,116,2
USA,NBA,20/21,2021/01/08,Washington Wizards,Away,2.44,107,Boston Celtics,1.6,116,Lose,NotFavourite,231,223,-1,0.6,-8,31%,112,-5,69%,119,-3
USA,NBA,20/21,2021/01/08,Memphis Grizzlies,Home,1.96,115,Brooklyn Nets,1.88,110,Win,NotFavourite,228,225,0.96,-1,-3,42%,112,3,58%,116,-6
USA,NBA,20/21,2021/01/08,New Orleans Pelicans,Home,1.35,110,Charlotte Hornets,3.37,118,Lose,Favourite,217,228,-1,2.37,11,63%,111,-1,37%,106,12
USA,NBA,20/21,2021/01/08,Los Angeles Lakers,Home,1.26,117,Chicago Bulls,4.04,115,Win,Favourite,222,232,0.26,-1,10,82%,117,0,18%,105,10
USA,NBA,20/21,2021/01/08,Golden State Warriors,Home,3.15,115,Los Angeles Clippers,1.38,105,Win,NotFavourite,226,220,2.15,-1,-6,18%,107,8,82%,119,-14
USA,NBA,20/21,2021/01/08,New York Knicks,Home,1.66,89,Oklahoma City Thunder,2.29,101,Lose,Favourite,207,190,-1,1.29,-17,57%,105,-16,43%,102,-1
USA,NBA,20/21,2021/01/08,Houston Rockets,Home,1.35,132,Orlando Magic,3.33,90,Win,Favourite,225,222,0.35,-1,-3,50%,113,19,50%,112,-22
USA,NBA,20/21,2021/01/08,Detroit Pistons,Home,3.63,110,Phoenix Suns,1.31,105,Win,NotFavourite,214,215,2.63,-1,1,21%,102,8,79%,112,-7
USA,NBA,20/21,2021/01/08,Sacramento Kings,Home,1.95,123,Toronto Raptors,1.9,144,Lose,NotFavourite,221,267,-1,0.9,46,50%,110,13,50%,111,33
USA,NBA,20/21,2021/01/08,Milwaukee Bucks,Home,1.42,118,Utah Jazz,3.01,131,Lose,Favourite,226,249,-1,2.01,23,67%,116,2,33%,110,21
USA,NBA,20/21,2021/01/08,Boston Celtics,Home,1.6,116,Washington Wizards,2.44,107,Win,Favourite,231,223,0.6,-1,-8,69%,119,-3,31%,112,-5
USA,NBA,20/21,2021/01/09,Atlanta Hawks,Away,1.52,105,Charlotte Hornets,2.64,113,Lose,Favourite,225,218,-1,1.64,-7,57%,114,-9,43%,111,2
USA,NBA,20/21,2021/01/09,Cleveland Cavaliers,Away,4.22,90,Milwaukee Bucks,1.25,100,Lose,NotFavourite,223,190,-1,0.25,-33,23%,107,-17,77%,116,-16
USA,NBA,20/21,2021/01/09,Denver Nuggets,Away,1.09,115,Philadelphia 76ers,8.19,103,Win,Favourite,229,218,0.09,-1,-11,31%,111,4,69%,118,-15
USA,NBA,20/21,2021/01/09,Miami Heat,Away,1.17,128,Washington Wizards,5.07,124,Win,Favourite,227,252,0.17,-1,25,63%,116,12,37%,111,13
USA,NBA,20/21,2021/01/09,Orlando Magic,Away,3.02,98,Dallas Mavericks,1.41,112,Lose,NotFavourite,219,210,-1,0.41,-9,37%,107,-9,63%,112,0
USA,NBA,20/21,2021/01/09,Phoenix Suns,Away,2.27,125,Indiana Pacers,1.68,117,Win,NotFavourite,217,242,1.27,-1,25,44%,107,18,56%,110,7
USA,NBA,20/21,2021/01/09,Portland Trail Blazers,Away,1.5,125,Sacramento Kings,2.72,99,Win,Favourite,239,224,0.5,-1,-15,55%,121,4,45%,118,-19
USA,NBA,20/21,2021/01/09,San Antonio Spurs,Away,1.63,125,Minnesota Timberwolves,2.36,122,Win,Favourite,233,247,0.63,-1,14,75%,121,4,25%,112,10
USA,NBA,20/21,2021/01/09,Charlotte Hornets,Home,2.64,113,Atlanta Hawks,1.52,105,Win,NotFavourite,225,218,1.64,-1,-7,43%,111,2,57%,114,-9
USA,NBA,20/21,2021/01/09,Milwaukee Bucks,Home,1.25,100,Cleveland Cavaliers,4.22,90,Win,Favourite,223,190,0.25,-1,-33,77%,116,-16,23%,107,-17
USA,NBA,20/21,2021/01/09,Philadelphia 76ers,Home,8.19,103,Denver Nuggets,1.09,115,Lose,NotFavourite,229,218,-1,0.09,-11,69%,118,-15,31%,111,4
USA,NBA,20/21,2021/01/09,Washington Wizards,Home,5.07,124,Miami Heat,1.17,128,Lose,NotFavourite,227,252,-1,0.17,25,37%,111,13,63%,116,12
USA,NBA,20/21,2021/01/09,Dallas Mavericks,Home,1.41,112,Orlando Magic,3.02,98,Win,Favourite,219,210,0.41,-1,-9,63%,112,0,37%,107,-9
USA,NBA,20/21,2021/01/09,Indiana Pacers,Home,1.68,117,Phoenix Suns,2.27,125,Lose,Favourite,217,242,-1,1.27,25,56%,110,7,44%,107,18
USA,NBA,20/21,2021/01/09,Sacramento Kings,Home,2.72,99,Portland Trail Blazers,1.5,125,Lose,NotFavourite,239,224,-1,0.5,-15,45%,118,-19,55%,121,4
USA,NBA,20/21,2021/01/09,Minnesota Timberwolves,Home,2.36,122,San Antonio Spurs,1.63,125,Lose,NotFavourite,233,247,-1,0.63,14,25%,112,10,75%,121,4
USA,NBA,20/21,2021/01/10,Chicago Bulls,Away,6.79,127,Los Angeles Clippers,1.12,130,Lose,NotFavourite,224,257,-1,0.12,33,27%,108,19,73%,116,14
USA,NBA,20/21,2021/01/10,Denver Nuggets,Away,1.46,114,New York Knicks,2.83,89,Win,Favourite,216,203,0.46,-1,-13,47%,107,7,53%,109,-20
USA,NBA,20/21,2021/01/10,Los Angeles Lakers,Away,1.55,120,Houston Rockets,2.54,102,Win,Favourite,218,222,0.55,-1,4,60%,111,9,40%,107,-5
USA,NBA,20/21,2021/01/10,Oklahoma City Thunder,Away,3.66,129,Brooklyn Nets,1.3,116,Win,NotFavourite,222,245,2.66,-1,23,27%,107,22,73%,115,1
USA,NBA,20/21,2021/01/10,San Antonio Spurs,Away,1.56,88,Minnesota Timberwolves,2.52,96,Lose,Favourite,234,184,-1,1.52,-50,72%,121,-33,28%,113,-17
USA,NBA,20/21,2021/01/10,Toronto Raptors,Away,1.72,105,Golden State Warriors,2.19,106,Lose,Favourite,228,211,-1,1.19,-17,54%,115,-10,46%,113,-7
USA,NBA,20/21,2021/01/10,Utah Jazz,Away,1.26,96,Detroit Pistons,4.08,86,Win,Favourite,226,182,0.26,-1,-44,59%,115,-19,41%,111,-25
USA,NBA,20/21,2021/01/10,Los Angeles Clippers,Home,1.12,130,Chicago Bulls,6.79,127,Win,Favourite,224,257,0.12,-1,33,73%,116,14,27%,108,19
USA,NBA,20/21,2021/01/10,New York Knicks,Home,2.83,89,Denver Nuggets,1.46,114,Lose,NotFavourite,216,203,-1,0.46,-13,53%,109,-20,47%,107,7
USA,NBA,20/21,2021/01/10,Houston Rockets,Home,2.54,102,Los Angeles Lakers,1.55,120,Lose,NotFavourite,218,222,-1,0.55,4,40%,107,-5,60%,111,9
USA,NBA,20/21,2021/01/10,Brooklyn Nets,Home,1.3,116,Oklahoma City Thunder,3.66,129,Lose,Favourite,222,245,-1,2.66,23,73%,115,1,27%,107,22
USA,NBA,20/21,2021/01/10,Minnesota Timberwolves,Home,2.52,96,San Antonio Spurs,1.56,88,Win,NotFavourite,234,184,1.52,-1,-50,28%,113,-17,72%,121,-33
USA,NBA,20/21,2021/01/10,Golden State Warriors,Home,2.19,106,Toronto Raptors,1.72,105,Win,NotFavourite,228,211,1.19,-1,-17,46%,113,-7,54%,115,-10
USA,NBA,20/21,2021/01/10,Detroit Pistons,Home,4.08,86,Utah Jazz,1.26,96,Lose,NotFavourite,226,182,-1,0.26,-44,41%,111,-25,59%,115,-19
USA,NBA,20/21,2021/01/11,Indiana Pacers,Away,1.58,122,Sacramento Kings,2.47,127,Lose,Favourite,232,249,-1,1.47,17,72%,120,2,28%,112,15
USA,NBA,20/21,2021/01/11,Memphis Grizzlies,Away,1.75,101,Cleveland Cavaliers,2.13,91,Win,Favourite,205,192,0.75,-1,-13,56%,104,-3,44%,101,-10
USA,NBA,20/21,2021/01/11,Milwaukee Bucks,Away,1.19,121,Orlando Magic,4.99,99,Win,Favourite,228,220,0.19,-1,-8,72%,118,3,28%,110,-11
USA,NBA,20/21,2021/01/11,New York Knicks,Away,2.64,88,Charlotte Hornets,1.52,109,Lose,NotFavourite,207,197,-1,0.52,-10,50%,103,-15,50%,104,5
USA,NBA,20/21,2021/01/11,Philadelphia 76ers,Away,2.94,94,Atlanta Hawks,1.43,112,Lose,NotFavourite,226,206,-1,0.43,-20,53%,114,-20,47%,112,0
