Country,League,Season,Date,Team,Homeoraway,TeamOdds,TeamScore,Opponent,OpponentOdds,OpponentScore,Result,Favourite,TotalScorePred,TotalScore,ResultBetWin,ResultBetLose,TotalfromPred,TeamWinPred,TeamScorePred,ScoredfromPred,OpponentWinPred,OpponentScorePred,ReceivedfromPred
USA,NBA,20/21,2021/02/28,Charlotte Hornets,Away,2.4,127,Sacramento Kings,1.62,126,Win,NotFavourite,234,253,1.4,-1,19,54%,118,9,46%,116,10
USA,NBA,20/21,2021/02/28,Golden State Warriors,Away,2.24,91,Los Angeles Lakers,1.7,117,Lose,NotFavourite,219,208,-1,0.7,-11,37%,107,-16,63%,112,5
USA,NBA,20/21,2021/02/28,Los Angeles Clippers,Away,2.06,100,Milwaukee Bucks,1.82,105,Lose,NotFavourite,233,205,-1,0.82,-28,45%,115,-15,55%,118,-13
USA,NBA,20/21,2021/02/28,Memphis Grizzlies,Away,1.6,133,Houston Rockets,2.43,84,Win,Favourite,219,217,0.6,-1,-2,55%,111,22,45%,108,-24
USA,NBA,20/21,2021/02/28,New York Knicks,Away,1.85,109,Detroit Pistons,2.01,90,Win,Favourite,207,199,0.85,-1,-8,49%,103,6,51%,104,-14
USA,NBA,20/21,2021/02/28,Phoenix Suns,Away,1.18,118,Minnesota Timberwolves,5.26,99,Win,Favourite,220,217,0.18,-1,-3,77%,115,3,23%,105,-6
USA,NBA,20/21,2021/02/28,Washington Wizards,Away,3.18,110,Boston Celtics,1.38,111,Lose,NotFavourite,229,221,-1,0.38,-8,29%,111,-1,71%,118,-7
USA,NBA,20/21,2021/02/28,Miami Heat,Home,1.73,109,Atlanta Hawks,2.18,99,Win,Favourite,221,208,0.73,-1,-13,58%,112,-3,42%,109,-10
USA,NBA,20/21,2021/02/28,Sacramento Kings,Home,1.62,126,Charlotte Hornets,2.4,127,Lose,Favourite,234,253,-1,1.4,19,46%,116,10,54%,118,9
USA,NBA,20/21,2021/02/28,Los Angeles Lakers,Home,1.7,117,Golden State Warriors,2.24,91,Win,Favourite,219,208,0.7,-1,-11,63%,112,5,37%,107,-16
USA,NBA,20/21,2021/02/28,Milwaukee Bucks,Home,1.82,105,Los Angeles Clippers,2.06,100,Win,Favourite,233,205,0.82,-1,-28,55%,118,-13,45%,115,-15
USA,NBA,20/21,2021/02/28,Houston Rockets,Home,2.43,84,Memphis Grizzlies,1.6,133,Lose,NotFavourite,219,217,-1,0.6,-2,45%,108,-24,55%,111,22
USA,NBA,20/21,2021/02/28,Detroit Pistons,Home,2.01,90,New York Knicks,1.85,109,Lose,NotFavourite,207,199,-1,0.85,-8,51%,104,-14,49%,103,6
USA,NBA,20/21,2021/02/28,Minnesota Timberwolves,Home,5.26,99,Phoenix Suns,1.18,118,Lose,NotFavourite,220,217,-1,0.18,-3,23%,105,-6,77%,115,3
USA,NBA,20/21,2021/02/28,Boston Celtics,Home,1.38,111,Washington Wizards,3.18,110,Win,Favourite,229,221,0.38,-1,-8,71%,118,-7,29%,111,-1
USA,NBA,20/21,2021/03/01,Brooklyn Nets,Away,1.58,124,San Antonio Spurs,2.51,113,Win,Favourite,234,237,0.58,-1,3,54%,118,6,46%,116,-3
USA,NBA,20/21,2021/03/01,Charlotte Hornets,Away,3.74,111,Portland Trail Blazers,1.3,123,Lose,NotFavourite,229,234,-1,0.3,5,44%,113,-2,56%,116,7
USA,NBA,20/21,2021/03/01,Cleveland Cavaliers,Away,2.26,101,Houston Rockets,1.69,90,Win,NotFavourite,214,191,1.26,-1,-23,34%,104,-3,66%,110,-20
USA,NBA,20/21,2021/03/01,Dallas Mavericks,Away,1.36,130,Orlando Magic,3.32,124,Win,Favourite,216,254,0.36,-1,38,65%,111,19,35%,105,19
USA,NBA,20/21,2021/03/01,Denver Nuggets,Away,1.56,118,Chicago Bulls,2.53,112,Win,Favourite,229,230,0.56,-1,1,57%,116,2,43%,113,-1
USA,NBA,20/21,2021/03/01,Indiana Pacers,Away,2.38,114,Philadelphia 76ers,1.63,130,Lose,NotFavourite,224,244,-1,0.63,20,40%,110,4,60%,114,16
USA,NBA,20/21,2021/03/01,Utah Jazz,Away,1.37,124,New Orleans Pelicans,3.27,129,Lose,Favourite,230,253,-1,2.27,23,71%,119,5,29%,111,18
USA,NBA,20/21,2021/03/01,San Antonio Spurs,Home,2.51,113,Brooklyn Nets,1.58,124,Lose,NotFavourite,234,237,-1,0.58,3,46%,116,-3,54%,118,6
USA,NBA,20/21,2021/03/01,Portland Trail Blazers,Home,1.3,123,Charlotte Hornets,3.74,111,Win,Favourite,229,234,0.3,-1,5,56%,116,7,44%,113,-2
USA,NBA,20/21,2021/03/01,Houston Rockets,Home,1.69,90,Cleveland Cavaliers,2.26,101,Lose,Favourite,214,191,-1,1.26,-23,66%,110,-20,34%,104,-3
USA,NBA,20/21,2021/03/01,Orlando Magic,Home,3.32,124,Dallas Mavericks,1.36,130,Lose,NotFavourite,216,254,-1,0.36,38,35%,105,19,65%,111,19
USA,NBA,20/21,2021/03/01,Chicago Bulls,Home,2.53,112,Denver Nuggets,1.56,118,Lose,NotFavourite,229,230,-1,0.56,1,43%,113,-1,57%,116,2
USA,NBA,20/21,2021/03/01,Philadelphia 76ers,Home,1.63,130,Indiana Pacers,2.38,114,Win,Favourite,224,244,0.63,-1,20,60%,114,16,40%,110,4
USA,NBA,20/21,2021/03/01,New Orleans Pelicans,Home,3.27,129,Utah Jazz,1.37,124,Win,NotFavourite,230,253,2.27,-1,23,29%,111,18,71%,119,5
USA,NBA,20/21,2021/03/02,Atlanta Hawks,Away,2.12,94,Miami Heat,1.77,80,Win,NotFavourite,221,174,1.12,-1,-47,42%,109,-15,58%,112,-32
USA,NBA,20/21,2021/03/02,Denver Nuggets,Away,3.64,128,Milwaukee Bucks,1.31,97,Win,NotFavourite,235,225,2.64,-1,-10,37%,115,13,63%,120,-23
USA,NBA,20/21,2021/03/02,Los Angeles Clippers,Away,1.5,112,Boston Celtics,2.73,117,Lose,Favourite,220,229,-1,1.73,9,59%,112,0,41%,108,9
USA,NBA,20/21,2021/03/02,Memphis Grizzlies,Away,1.96,125,Washington Wizards,1.9,111,Win,NotFavourite,229,236,0.96,-1,7,56%,116,9,44%,113,-2
USA,NBA,20/21,2021/03/02,New York Knicks,Away,1.81,93,San Antonio Spurs,2.07,119,Lose,Favourite,210,212,-1,1.07,2,41%,103,-10,59%,107,12
USA,NBA,20/21,2021/03/02,Phoenix Suns,Away,1.89,114,Los Angeles Lakers,1.97,104,Win,Favourite,211,218,0.89,-1,7,44%,104,10,56%,107,-3
USA,NBA,20/21,2021/03/02,Miami Heat,Home,1.77,80,Atlanta Hawks,2.12,94,Lose,Favourite,221,174,-1,1.12,-47,58%,112,-32,42%,109,-15
USA,NBA,20/21,2021/03/02,Milwaukee Bucks,Home,1.31,97,Denver Nuggets,3.64,128,Lose,Favourite,235,225,-1,2.64,-10,63%,120,-23,37%,115,13
USA,NBA,20/21,2021/03/02,Boston Celtics,Home,2.73,117,Los Angeles Clippers,1.5,112,Win,NotFavourite,220,229,1.73,-1,9,41%,108,9,59%,112,0
USA,NBA,20/21,2021/03/02,Washington Wizards,Home,1.9,111,Memphis Grizzlies,1.96,125,Lose,Favourite,229,236,-1,0.96,7,44%,113,-2,56%,116,9
USA,NBA,20/21,2021/03/02,San Antonio Spurs,Home,2.07,119,New York Knicks,1.81,93,Win,NotFavourite,210,212,1.07,-1,2,59%,107,12,41%,103,-10
USA,NBA,20/21,2021/03/02,Los Angeles Lakers,Home,1.97,104,Phoenix Suns,1.89,114,Lose,NotFavourite,211,218,-1,0.89,7,56%,107,-3,44%,104,10
USA,NBA,20/21,2021/03/03,Atlanta Hawks,Away,1.7,115,Orlando Magic,2.23,112,Win,Favourite,220,227,0.7,-1,7,65%,113,2,35%,107,5
USA,NBA,20/21,2021/03/03,Brooklyn Nets,Away,1.18,132,Houston Rockets,5.27,114,Win,Favourite,232,246,0.18,-1,14,66%,119,13,34%,113,1
USA,NBA,20/21,2021/03/03,Charlotte Hornets,Away,1.75,135,Minnesota Timberwolves,2.14,102,Win,Favourite,227,237,0.75,-1,10,62%,116,19,38%,111,-9
USA,NBA,20/21,2021/03/03,Chicago Bulls,Away,2.99,128,New Orleans Pelicans,1.42,124,Win,NotFavourite,237,252,1.99,-1,15,45%,117,11,55%,120,4
USA,NBA,20/21,2021/03/03,Detroit Pistons,Away,3.58,129,Toronto Raptors,1.32,105,Win,NotFavourite,0,234,2.58,-1,234,0%,0,129,0%,0,105
USA,NBA,20/21,2021/03/03,Golden State Warriors,Away,1.88,106,Portland Trail Blazers,1.98,108,Lose,Favourite,234,214,-1,0.98,-20,53%,118,-12,47%,116,-8
USA,NBA,20/21,2021/03/03,Indiana Pacers,Away,1.37,114,Cleveland Cavaliers,3.24,111,Win,Favourite,217,225,0.37,-1,8,69%,112,2,31%,105,6
USA,NBA,20/21,2021/03/03,Los Angeles Lakers,Away,2.47,120,Sacramento Kings,1.59,123,Lose,NotFavourite,226,243,-1,0.59,17,71%,117,3,29%,109,14
USA,NBA,20/21,2021/03/03,Oklahoma City Thunder,Away,2.71,78,Dallas Mavericks,1.5,87,Lose,NotFavourite,219,165,-1,0.5,-54,37%,107,-29,63%,112,-25
USA,NBA,20/21,2021/03/03,Utah Jazz,Away,1.62,123,Philadelphia 76ers,2.4,131,Lose,Favourite,222,254,-1,1.4,32,65%,114,9,35%,108,23
USA,NBA,20/21,2021/03/03,Orlando Magic,Home,2.23,112,Atlanta Hawks,1.7,115,Lose,NotFavourite,220,227,-1,0.7,7,35%,107,5,65%,113,2
USA,NBA,20/21,2021/03/03,Houston Rockets,Home,5.27,114,Brooklyn Nets,1.18,132,Lose,NotFavourite,232,246,-1,0.18,14,34%,113,1,66%,119,13
USA,NBA,20/21,2021/03/03,Minnesota Timberwolves,Home,2.14,102,Charlotte Hornets,1.75,135,Lose,NotFavourite,227,237,-1,0.75,10,38%,111,-9,62%,116,19
USA,NBA,20/21,2021/03/03,New Orleans Pelicans,Home,1.42,124,Chicago Bulls,2.99,128,Lose,Favourite,237,252,-1,1.99,15,55%,120,4,45%,117,11
USA,NBA,20/21,2021/03/03,Toronto Raptors,Home,1.32,105,Detroit Pistons,3.58,129,Lose,Favourite,0,234,-1,2.58,234,0%,0,105,0%,0,129
USA,NBA,20/21,2021/03/03,Portland Trail Blazers,Home,1.98,108,Golden State Warriors,1.88,106,Win,NotFavourite,234,214,0.98,-1,-20,47%,116,-8,53%,118,-12
USA,NBA,20/21,2021/03/03,Cleveland Cavaliers,Home,3.24,111,Indiana Pacers,1.37,114,Lose,NotFavourite,217,225,-1,0.37,8,31%,105,6,69%,112,2
USA,NBA,20/21,2021/03/03,Sacramento Kings,Home,1.59,123,Los Angeles Lakers,2.47,120,Win,Favourite,226,243,0.59,-1,17,29%,109,14,71%,117,3
USA,NBA,20/21,2021/03/03,Dallas Mavericks,Home,1.5,87,Oklahoma City Thunder,2.71,78,Win,Favourite,219,165,0.5,-1,-54,63%,112,-25,37%,107,-29
USA,NBA,20/21,2021/03/03,Philadelphia 76ers,Home,2.4,131,Utah Jazz,1.62,123,Win,NotFavourite,222,254,1.4,-1,32,35%,108,23,65%,114,9
USA,NBA,20/21,2021/03/04,Denver Nuggets,Away,1.61,113,Indiana Pacers,2.43,103,Win,Favourite,227,216,0.61,-1,-11,55%,115,-2,45%,112,-9
USA,NBA,20/21,2021/03/04,Detroit Pistons,Away,3.35,104,New York Knicks,1.35,114,Lose,NotFavourite,0,218,-1,0.35,218,0%,0,104,0%,0,114
USA,NBA,20/21,2021/03/04,Golden State Warriors,Away,7.07,98,Phoenix Suns,1.12,120,Lose,NotFavourite,0,218,-1,0.12,218,0%,0,98,0%,0,120
USA,NBA,20/21,2021/03/04,Los Angeles Clippers,Away,1.27,117,Washington Wizards,4.01,119,Lose,Favourite,233,236,-1,3.01,3,74%,121,-4,26%,112,7
USA,NBA,20/21,2021/03/04,Miami Heat,Away,1.79,103,New Orleans Pelicans,2.1,93,Win,Favourite,225,196,0.79,-1,-29,48%,112,-9,52%,113,-20
USA,NBA,20/21,2021/03/04,Milwaukee Bucks,Away,1.41,112,Memphis Grizzlies,3.06,111,Win,Favourite,231,223,0.41,-1,-8,67%,119,-7,33%,112,-1
USA,NBA,20/21,2021/03/04,Oklahoma City Thunder,Away,3.39,107,San Antonio Spurs,1.35,102,Win,NotFavourite,216,209,2.39,-1,-7,34%,105,2,66%,111,-9
USA,NBA,20/21,2021/03/04,Sacramento Kings,Away,2.61,119,Portland Trail Blazers,1.54,123,Lose,NotFavourite,237,242,-1,0.54,5,37%,116,3,63%,121,2
USA,NBA,20/21,2021/03/04,Toronto Raptors,Away,3.87,125,Boston Celtics,1.29,132,Lose,NotFavourite,220,257,-1,0.29,37,46%,109,16,54%,111,21
USA,NBA,20/21,2021/03/04,Indiana Pacers,Home,2.43,103,Denver Nuggets,1.61,113,Lose,NotFavourite,227,216,-1,0.61,-11,45%,112,-9,55%,115,-2
USA,NBA,20/21,2021/03/04,New York Knicks,Home,1.35,114,Detroit Pistons,3.35,104,Win,Favourite,0,218,0.35,-1,218,0%,0,114,0%,0,104
USA,NBA,20/21,2021/03/04,Phoenix Suns,Home,1.12,120,Golden State Warriors,7.07,98,Win,Favourite,0,218,0.12,-1,218,0%,0,120,0%,0,98
USA,NBA,20/21,2021/03/04,Washington Wizards,Home,4.01,119,Los Angeles Clippers,1.27,117,Win,NotFavourite,233,236,3.01,-1,3,26%,112,7,74%,121,-4
USA,NBA,20/21,2021/03/04,New Orleans Pelicans,Home,2.1,93,Miami Heat,1.79,103,Lose,NotFavourite,225,196,-1,0.79,-29,52%,113,-20,48%,112,-9
USA,NBA,20/21,2021/03/04,Memphis Grizzlies,Home,3.06,111,Milwaukee Bucks,1.41,112,Lose,NotFavourite,231,223,-1,0.41,-8,33%,112,-1,67%,119,-7
USA,NBA,20/21,2021/03/04,San Antonio Spurs,Home,1.35,102,Oklahoma City Thunder,3.39,107,Lose,Favourite,216,209,-1,2.39,-7,66%,111,-9,34%,105,2
USA,NBA,20/21,2021/03/04,Portland Trail Blazers,Home,1.54,123,Sacramento Kings,2.61,119,Win,Favourite,237,242,0.54,-1,5,63%,121,2,37%,116,3
USA,NBA,20/21,2021/03/04,Boston Celtics,Home,1.29,132,Toronto Raptors,3.87,125,Win,Favourite,220,257,0.29,-1,37,54%,111,21,46%,109,16
USA,NBA,20/21,2021/03/10,San Antonio Spurs,Away,2.56,104,Dallas Mavericks,1.55,115,Lose,NotFavourite,225,219,-1,0.55,-6,49%,112,-8,51%,113,2
USA,NBA,20/21,2021/03/10,Washington Wizards,Away,2.31,112,Memphis Grizzlies,1.65,127,Lose,NotFavourite,230,239,-1,0.65,9,33%,112,0,67%,118,9
USA,NBA,20/21,2021/03/10,Dallas Mavericks,Home,1.55,115,San Antonio Spurs,2.56,104,Win,Favourite,225,219,0.55,-1,-6,51%,113,2,49%,112,-8
USA,NBA,20/21,2021/03/10,Memphis Grizzlies,Home,1.65,127,Washington Wizards,2.31,112,Win,Favourite,230,239,0.65,-1,9,67%,118,9,33%,112,0
USA,NBA,20/21,2021/03/11,Atlanta Hawks,Away,1.64,121,Toronto Raptors,2.33,120,Win,Favourite,226,241,0.64,-1,15,42%,111,10,58%,115,5
USA,NBA,20/21,2021/03/11,Boston Celtics,Away,2.19,109,Brooklyn Nets,1.72,121,Lose,NotFavourite,236,230,-1,0.72,-6,41%,116,-7,59%,120,1
USA,NBA,20/21,2021/03/11,Dallas Mavericks,Away,1.76,108,Oklahoma City Thunder,2.13,116,Lose,Favourite,219,224,-1,1.13,5,57%,111,-3,43%,108,8
USA,NBA,20/21,2021/03/11,Detroit Pistons,Away,2.59,102,Charlotte Hornets,1.54,105,Lose,NotFavourite,221,207,-1,0.54,-14,43%,109,-7,57%,112,-7
USA,NBA,20/21,2021/03/11,Golden State Warriors,Away,3.41,104,Los Angeles Clippers,1.35,130,Lose,NotFavourite,225,234,-1,0.35,9,31%,109,-5,69%,116,14
USA,NBA,20/21,2021/03/11,Houston Rockets,Away,3.08,105,Sacramento Kings,1.4,125,Lose,NotFavourite,229,230,-1,0.4,1,43%,113,-8,57%,116,9
USA,NBA,20/21,2021/03/11,Minnesota Timberwolves,Away,3.82,135,New Orleans Pelicans,1.29,105,Win,NotFavourite,233,240,2.82,-1,7,26%,112,23,74%,121,-16
USA,NBA,20/21,2021/03/11,New York Knicks,Away,5.66,101,Milwaukee Bucks,1.16,134,Lose,NotFavourite,218,235,-1,0.16,17,27%,105,-4,73%,113,21
USA,NBA,20/21,2021/03/11,Orlando Magic,Away,4.23,103,Miami Heat,1.25,111,Lose,NotFavourite,207,214,-1,0.25,7,24%,99,4,76%,108,3
USA,NBA,20/21,2021/03/11,Philadelphia 76ers,Away,2.32,127,Chicago Bulls,1.65,105,Win,NotFavourite,229,232,1.32,-1,3,56%,116,11,44%,113,-8
USA,NBA,20/21,2021/03/11,Phoenix Suns,Away,1.52,127,Portland Trail Blazers,2.64,121,Win,Favourite,225,248,0.52,-1,23,63%,115,12,37%,110,11
USA,NBA,20/21,2021/03/11,Toronto Raptors,Home,2.33,120,Atlanta Hawks,1.64,121,Lose,NotFavourite,226,241,-1,0.64,15,58%,115,5,42%,111,10
USA,NBA,20/21,2021/03/11,Brooklyn Nets,Home,1.72,121,Boston Celtics,2.19,109,Win,Favourite,236,230,0.72,-1,-6,59%,120,1,41%,116,-7
USA,NBA,20/21,2021/03/11,Oklahoma City Thunder,Home,2.13,116,Dallas Mavericks,1.76,108,Win,NotFavourite,219,224,1.13,-1,5,43%,108,8,57%,111,-3
USA,NBA,20/21,2021/03/11,Charlotte Hornets,Home,1.54,105,Detroit Pistons,2.59,102,Win,Favourite,221,207,0.54,-1,-14,57%,112,-7,43%,109,-7
USA,NBA,20/21,2021/03/11,Los Angeles Clippers,Home,1.35,130,Golden State Warriors,3.41,104,Win,Favourite,225,234,0.35,-1,9,69%,116,14,31%,109,-5
USA,NBA,20/21,2021/03/11,Sacramento Kings,Home,1.4,125,Houston Rockets,3.08,105,Win,Favourite,229,230,0.4,-1,1,57%,116,9,43%,113,-8
USA,NBA,20/21,2021/03/11,New Orleans Pelicans,Home,1.29,105,Minnesota Timberwolves,3.82,135,Lose,Favourite,233,240,-1,2.82,7,74%,121,-16,26%,112,23
USA,NBA,20/21,2021/03/11,Milwaukee Bucks,Home,1.16,134,New York Knicks,5.66,101,Win,Favourite,218,235,0.16,-1,17,73%,113,21,27%,105,-4
USA,NBA,20/21,2021/03/11,Miami Heat,Home,1.25,111,Orlando Magic,4.23,103,Win,Favourite,207,214,0.25,-1,7,76%,108,3,24%,99,4
USA,NBA,20/21,2021/03/11,Chicago Bulls,Home,1.65,105,Philadelphia 76ers,2.32,127,Lose,Favourite,229,232,-1,1.32,3,44%,113,-8,56%,116,11
USA,NBA,20/21,2021/03/11,Portland Trail Blazers,Home,2.64,121,Phoenix Suns,1.52,127,Lose,NotFavourite,225,248,-1,0.52,23,37%,110,11,63%,115,12
USA,NBA,20/21,2021/03/12,Cleveland Cavaliers,Away,3.28,82,New Orleans Pelicans,1.36,116,Lose,NotFavourite,224,198,-1,0.36,-26,26%,108,-26,74%,116,0
USA,NBA,20/21,2021/03/12,Denver Nuggets,Away,1.68,103,Memphis Grizzlies,2.25,102,Win,Favourite,223,205,0.68,-1,-18,58%,113,-10,42%,110,-8
USA,NBA,20/21,2021/03/12,Houston Rockets,Away,14.83,99,Utah Jazz,1.03,114,Lose,NotFavourite,222,213,-1,0.03,-9,13%,104,-5,87%,118,-4
USA,NBA,20/21,2021/03/12,Indiana Pacers,Away,2.6,100,Los Angeles Lakers,1.54,105,Lose,NotFavourite,218,205,-1,0.54,-13,32%,106,-6,68%,112,-7
USA,NBA,20/21,2021/03/12,Miami Heat,Away,1.78,101,Chicago Bulls,2.1,90,Win,Favourite,219,191,0.78,-1,-28,51%,110,-9,49%,109,-19
USA,NBA,20/21,2021/03/12,Orlando Magic,Away,3.48,77,San Antonio Spurs,1.33,104,Lose,NotFavourite,216,181,-1,0.33,-35,26%,104,-27,74%,112,-8
USA,NBA,20/21,2021/03/12,Philadelphia 76ers,Away,1.62,127,Washington Wizards,2.4,101,Win,Favourite,234,228,0.62,-1,-6,65%,120,7,35%,114,-13
USA,NBA,20/21,2021/03/12,New Orleans Pelicans,Home,1.36,116,Cleveland Cavaliers,3.28,82,Win,Favourite,224,198,0.36,-1,-26,74%,116,0,26%,108,-26
USA,NBA,20/21,2021/03/12,Memphis Grizzlies,Home,2.25,102,Denver Nuggets,1.68,103,Lose,NotFavourite,223,205,-1,0.68,-18,42%,110,-8,58%,113,-10
USA,NBA,20/21,2021/03/12,Utah Jazz,Home,1.03,114,Houston Rockets,14.83,99,Win,Favourite,222,213,0.03,-1,-9,87%,118,-4,13%,104,-5
USA,NBA,20/21,2021/03/12,Los Angeles Lakers,Home,1.54,105,Indiana Pacers,2.6,100,Win,Favourite,218,205,0.54,-1,-13,68%,112,-7,32%,106,-6
USA,NBA,20/21,2021/03/12,Chicago Bulls,Home,2.1,90,Miami Heat,1.78,101,Lose,NotFavourite,219,191,-1,0.78,-28,49%,109,-19,51%,110,-9
USA,NBA,20/21,2021/03/12,San Antonio Spurs,Home,1.33,104,Orlando Magic,3.48,77,Win,Favourite,216,181,0.33,-1,-35,74%,112,-8,26%,104,-27
USA,NBA,20/21,2021/03/12,Washington Wizards,Home,2.4,101,Philadelphia 76ers,1.62,127,Lose,NotFavourite,234,228,-1,0.62,-6,35%,114,-13,65%,120,7
USA,NBA,20/21,2021/03/13,Dallas Mavericks,Away,1.99,116,Denver Nuggets,1.87,103,Win,NotFavourite,226,219,0.99,-1,-7,33%,110,6,67%,116,-13
USA,NBA,20/21,2021/03/13,Detroit Pistons,Away,5.97,95,Brooklyn Nets,1.15,100,Lose,NotFavourite,233,195,-1,0.15,-38,29%,113,-18,71%,120,-20
USA,NBA,20/21,2021/03/13,Indiana Pacers,Away,3.39,122,Phoenix Suns,1.35,111,Win,NotFavourite,221,233,2.39,-1,12,30%,107,15,70%,114,-3
USA,NBA,20/21,2021/03/13,Milwaukee Bucks,Away,1.1,125,Washington Wizards,7.59,119,Win,Favourite,240,244,0.1,-1,4,72%,124,1,28%,116,3
USA,NBA,20/21,2021/03/13,New York Knicks,Away,1.55,119,Oklahoma City Thunder,2.56,97,Win,Favourite,204,216,0.55,-1,12,55%,103,16,45%,101,-4
USA,NBA,20/21,2021/03/13,Portland Trail Blazers,Away,1.49,125,Minnesota Timberwolves,2.72,121,Win,Favourite,231,246,0.49,-1,15,68%,119,6,32%,112,9
USA,NBA,20/21,2021/03/13,Sacramento Kings,Away,2.49,106,Atlanta Hawks,1.57,121,Lose,NotFavourite,235,227,-1,0.57,-8,37%,115,-9,63%,120,1
USA,NBA,20/21,2021/03/13,Toronto Raptors,Away,2.18,104,Charlotte Hornets,1.73,114,Lose,NotFavourite,224,218,-1,0.73,-6,54%,113,-9,46%,111,3
USA,NBA,20/21,2021/03/13,Denver Nuggets,Home,1.87,103,Dallas Mavericks,1.99,116,Lose,Favourite,226,219,-1,0.99,-7,67%,116,-13,33%,110,6
USA,NBA,20/21,2021/03/13,Brooklyn Nets,Home,1.15,100,Detroit Pistons,5.97,95,Win,Favourite,233,195,0.15,-1,-38,71%,120,-20,29%,113,-18
USA,NBA,20/21,2021/03/13,Phoenix Suns,Home,1.35,111,Indiana Pacers,3.39,122,Lose,Favourite,221,233,-1,2.39,12,70%,114,-3,30%,107,15
USA,NBA,20/21,2021/03/13,Washington Wizards,Home,7.59,119,Milwaukee Bucks,1.1,125,Lose,NotFavourite,240,244,-1,0.1,4,28%,116,3,72%,124,1
USA,NBA,20/21,2021/03/13,Oklahoma City Thunder,Home,2.56,97,New York Knicks,1.55,119,Lose,NotFavourite,204,216,-1,0.55,12,45%,101,-4,55%,103,16
USA,NBA,20/21,2021/03/13,Minnesota Timberwolves,Home,2.72,121,Portland Trail Blazers,1.49,125,Lose,NotFavourite,231,246,-1,0.49,15,32%,112,9,68%,119,6
USA,NBA,20/21,2021/03/13,Atlanta Hawks,Home,1.57,121,Sacramento Kings,2.49,106,Win,Favourite,235,227,0.57,-1,-8,63%,120,1,37%,115,-9
USA,NBA,20/21,2021/03/13,Charlotte Hornets,Home,1.73,114,Toronto Raptors,2.18,104,Win,Favourite,224,218,0.73,-1,-6,46%,111,3,54%,113,-9
USA,NBA,20/21,2021/03/14,Boston Celtics,Away,1.15,134,Houston Rockets,5.83,107,Win,Favourite,217,241,0.15,-1,24,69%,112,22,31%,105,2
USA,NBA,20/21,2021/03/14,Cleveland Cavaliers,Away,2.85,82,Atlanta Hawks,1.46,100,Lose,NotFavourite,219,182,-1,0.46,-37,25%,105,-23,75%,114,-14
USA,NBA,20/21,2021/03/14,Los Angeles Clippers,Away,1.43,115,New Orleans Pelicans,2.97,135,Lose,Favourite,230,250,-1,1.97,20,65%,118,-3,35%,112,23
USA,NBA,20/21,2021/03/14,Memphis Grizzlies,Away,1.27,122,Oklahoma City Thunder,3.99,128,Lose,Favourite,215,250,-1,2.99,35,63%,110,12,37%,105,23
USA,NBA,20/21,2021/03/14,Miami Heat,Away,1.32,102,Orlando Magic,3.55,97,Win,Favourite,207,199,0.32,-1,-8,71%,107,-5,29%,100,-3
USA,NBA,20/21,2021/03/14,Portland Trail Blazers,Away,1.49,112,Minnesota Timberwolves,2.74,114,Lose,Favourite,232,226,-1,1.74,-6,65%,119,-7,35%,113,1
USA,NBA,20/21,2021/03/14,San Antonio Spurs,Away,2.64,99,Philadelphia 76ers,1.52,134,Lose,NotFavourite,222,233,-1,0.52,11,35%,108,-9,65%,114,20
USA,NBA,20/21,2021/03/14,Toronto Raptors,Away,2.38,95,Chicago Bulls,1.61,118,Lose,NotFavourite,226,213,-1,0.61,-13,53%,114,-19,47%,112,6
USA,NBA,20/21,2021/03/14,Utah Jazz,Away,1.32,119,Golden State Warriors,3.55,131,Lose,Favourite,227,250,-1,2.55,23,69%,117,2,31%,110,21
USA,NBA,20/21,2021/03/14,Houston Rockets,Home,5.83,107,Boston Celtics,1.15,134,Lose,NotFavourite,217,241,-1,0.15,24,31%,105,2,69%,112,22
USA,NBA,20/21,2021/03/14,Atlanta Hawks,Home,1.46,100,Cleveland Cavaliers,2.85,82,Win,Favourite,219,182,0.46,-1,-37,75%,114,-14,25%,105,-23
USA,NBA,20/21,2021/03/14,New Orleans Pelicans,Home,2.97,135,Los Angeles Clippers,1.43,115,Win,NotFavourite,230,250,1.97,-1,20,35%,112,23,65%,118,-3
USA,NBA,20/21,2021/03/14,Oklahoma City Thunder,Home,3.99,128,Memphis Grizzlies,1.27,122,Win,NotFavourite,215,250,2.99,-1,35,37%,105,23,63%,110,12
USA,NBA,20/21,2021/03/14,Orlando Magic,Home,3.55,97,Miami Heat,1.32,102,Lose,NotFavourite,207,199,-1,0.32,-8,29%,100,-3,71%,107,-5
USA,NBA,20/21,2021/03/14,Minnesota Timberwolves,Home,2.74,114,Portland Trail Blazers,1.49,112,Win,NotFavourite,232,226,1.74,-1,-6,35%,113,1,65%,119,-7
USA,NBA,20/21,2021/03/14,Philadelphia 76ers,Home,1.52,134,San Antonio Spurs,2.64,99,Win,Favourite,222,233,0.52,-1,11,65%,114,20,35%,108,-9
USA,NBA,20/21,2021/03/14,Chicago Bulls,Home,1.61,118,Toronto Raptors,2.38,95,Win,Favourite,226,213,0.61,-1,-13,47%,112,6,53%,114,-19
USA,NBA,20/21,2021/03/14,Golden State Warriors,Home,3.55,131,Utah Jazz,1.32,119,Win,NotFavourite,227,250,2.55,-1,23,31%,110,21,69%,117,2
